id,时间,状态,电机模块电机温度,电机模块速度激活值(RPM),电机速度实际值(RPM),高速轴前轴承轴温,高速轴后轴承轴温,高速轴锁紧器端轴承1#轴承对象值,高速轴锁紧器端轴承1#频域速度有效值,高速轴锁紧器端轴承1#时域加速度有效值,高速轴锁紧器端轴承1#时域加速度峰值,高速轴轴承1#轴承对象值,高速轴轴承1#频域速度有效值,高速轴轴承1#时域加速度有效值,高速轴轴承1#时域加速度峰值,主电机前轴承轴承对象值,主电机前轴承频域速度有效值,主电机前轴承时域加速度有效值,主电机前轴承时域加速度峰值,主电机后轴承轴承对象值,主电机后轴承频域速度有效值,主电机后轴承时域加速度有效值,主电机后轴承时域加速度峰值,N
0,2023/7/24 0:00,正常停机,38,1258.29,0.0,38,37,0.0,0,2.86,16.77,0.0,0.0,3.0,17.16,0.0,0.0,4.16,18.1,0.0,0.0,4.07,16.05,0
0,2023/7/24 0:05,正常停机,38,1258.29,0.0,38,37,0.0,0,2.77,16.55,0.0,0.0,3.18,17.24,0.0,0.0,4.1,19.0,0.0,0.0,4.09,16.59,0
0,2023/7/24 0:06,正常停机,38,1258.29,0.0,38,37,0.0,0,2.77,16.73,0.0,0.0,3.11,16.36,0.0,0.0,4.18,19.25,0.0,0.0,4.02,15.8,0
0,2023/7/24 0:12,正常停机,38,1258.29,0.0,38,37,0.0,0,2.84,16.16,0.0,0.0,3.22,17.11,0.0,0.0,4.13,18.89,0.0,0.0,4.03,16.39,0
0,2023/7/24 0:18,正常停机,38,1258.29,0.0,38,37,0.0,0,2.8,16.51,0.0,0.0,3.2,17.03,0.0,0.0,4.1,18.18,0.0,0.0,4.07,16.88,0
0,2023/7/24 0:20,正常停机,38,1258.29,0.0,38,37,0.0,0,2.8,16.55,0.0,0.0,3.13,17.5,0.0,0.0,4.12,18.76,0.0,0.0,4.06,16.25,0
0,2023/7/24 0:21,正常停机,38,1258.29,0.0,38,37,0.0,0,2.84,16.17,0.0,0.0,3.09,17.3,0.0,0.0,4.14,18.42,0.0,0.0,4.12,16.32,0
0,2023/7/24 0:31,正常停机,37,1258.29,0.0,38,37,0.0,0,2.82,16.3,0.0,0.0,3.17,17.07,0.0,0.0,4.16,19.77,0.0,0.0,4.06,16.98,0
0,2023/7/24 0:36,正常停机,37,1258.29,0.0,38,37,0.0,0,2.88,16.98,0.0,0.0,3.27,17.68,0.0,0.0,4.1,18.22,0.0,0.0,4.09,16.32,0
0,2023/7/24 0:37,正常停机,37,1258.29,0.0,38,37,0.0,0,2.82,16.88,0.0,0.0,3.12,16.7,0.0,0.0,4.12,18.63,0.0,0.0,4.12,16.06,0
0,2023/7/24 0:40,正常停机,37,1258.29,0.0,38,37,0.0,0,2.79,16.38,0.0,0.0,3.08,17.41,0.0,0.0,4.1,18.52,0.0,0.0,4.07,15.91,0
0,2023/7/24 0:42,正常停机,37,1258.29,0.0,38,37,0.0,0,2.88,16.6,0.0,0.0,3.14,17.13,0.0,0.0,4.1,17.76,0.0,0.0,4.09,16.14,0
0,2023/7/24 0:45,正常停机,37,1258.29,0.0,38,37,0.0,0,2.82,16.93,0.0,0.0,3.07,16.86,0.0,0.0,4.15,18.73,0.0,0.0,4.05,15.9,0
0,2023/7/24 0:50,正常停机,37,1258.29,0.0,38,37,0.0,0,2.77,16.49,0.0,0.0,3.17,17.24,0.0,0.0,4.19,18.91,0.0,0.0,4.14,15.96,0
0,2023/7/24 0:54,正常停机,37,1258.29,0.0,38,37,0.0,0,2.84,16.8,0.0,0.0,3.1,17.49,0.0,0.0,4.16,18.8,0.0,0.0,4.07,16.58,0
0,2023/7/24 0:55,正常停机,37,1258.29,0.0,38,37,0.0,0,2.81,16.82,0.0,0.0,3.14,16.89,0.0,0.0,4.12,18.38,0.0,0.0,4.11,16.39,0
0,2023/7/24 0:56,正常停机,37,1258.29,0.0,38,37,0.0,0,2.86,16.68,0.0,0.0,3.05,17.28,0.0,0.0,4.14,19.23,0.0,0.0,4.06,16.55,0
0,2023/7/24 1:02,正常停机,37,1258.29,0.0,38,37,0.0,0,2.78,16.78,0.0,0.0,3.02,17.55,0.0,0.0,4.15,18.36,0.0,0.0,4.1,16.15,0
0,2023/7/24 1:05,正常停机,37,1258.29,0.0,38,37,0.0,0,2.82,16.71,0.0,0.0,3.05,17.36,0.0,0.0,4.18,18.48,0.0,0.0,4.0,16.3,0
0,2023/7/24 1:10,正常停机,37,1258.29,0.0,38,37,0.0,0,2.83,16.71,0.0,0.0,3.17,17.62,0.0,0.0,4.18,18.36,0.0,0.0,4.08,16.51,0
0,2023/7/24 1:12,正常停机,37,1258.29,0.0,38,37,0.0,0,2.84,16.45,0.0,0.0,3.05,16.73,0.0,0.0,4.18,19.43,0.0,0.0,4.06,16.38,0
0,2023/7/24 1:13,正常停机,37,1258.29,0.0,38,37,0.0,0,2.8,16.0,0.0,0.0,3.11,17.46,0.0,0.0,4.16,18.8,0.0,0.0,4.04,16.19,0
0,2023/7/24 1:15,正常停机,37,1258.29,0.0,38,37,0.0,0,2.88,16.49,0.0,0.0,3.17,17.75,0.0,0.0,4.27,18.5,0.0,0.0,4.07,16.28,0
0,2023/7/24 1:17,正常停机,37,1258.29,0.0,38,37,0.0,0,2.82,16.89,0.0,0.0,3.16,17.48,0.0,0.0,4.23,18.32,0.0,0.0,4.07,16.43,0
0,2023/7/24 1:19,正常停机,37,1258.29,0.0,38,37,0.0,0,2.86,16.13,0.0,0.0,3.23,17.72,0.0,0.0,4.2,18.64,0.0,0.0,4.14,16.67,0
0,2023/7/24 1:21,正常停机,37,1258.29,0.0,38,37,0.0,0,2.78,17.25,0.0,0.0,3.21,17.61,0.0,0.0,4.18,18.95,0.0,0.0,4.09,17.24,0
0,2023/7/24 1:22,正常停机,37,1258.29,0.0,38,37,0.0,0,2.83,16.11,0.0,0.0,3.08,17.1,0.0,0.0,4.16,19.25,0.0,0.0,4.06,16.13,0
0,2023/7/24 1:28,正常停机,37,1258.29,0.0,38,37,0.0,0,2.76,16.88,0.0,0.0,3.07,17.47,0.0,0.0,4.18,19.25,0.0,0.0,4.04,16.21,0
0,2023/7/24 1:29,正常停机,37,1258.29,0.0,38,37,0.0,0,2.77,16.58,0.0,0.0,3.18,17.67,0.0,0.0,4.18,18.96,0.0,0.0,4.05,15.93,0
0,2023/7/24 1:30,正常停机,37,1258.29,0.0,38,37,0.0,0,2.87,16.99,0.0,0.0,3.17,17.01,0.0,0.0,4.2,18.85,0.0,0.0,4.08,16.4,0
0,2023/7/24 1:31,正常停机,37,1258.29,0.0,38,37,0.0,0,2.85,16.54,0.0,0.0,3.07,17.4,0.0,0.0,4.19,18.49,0.0,0.0,4.12,16.14,0
0,2023/7/24 1:34,正常停机,37,1258.29,0.0,38,37,0.0,0,2.82,16.2,0.0,0.0,3.14,17.29,0.0,0.0,4.2,18.74,0.0,0.0,4.11,16.58,0
0,2023/7/24 1:36,正常停机,37,1258.29,0.0,38,37,0.0,0,2.8,16.98,0.0,0.0,3.09,17.49,0.0,0.0,4.29,18.82,0.0,0.0,4.14,16.54,1
0,2023/7/24 1:37,正常停机,37,1258.29,0.0,38,37,0.0,0,2.88,16.34,0.0,0.0,3.13,17.77,0.0,0.0,4.2,18.89,0.0,0.0,4.04,16.76,0
0,2023/7/24 1:38,正常停机,37,1258.29,0.0,38,37,0.0,0,2.79,16.42,0.0,0.0,3.15,17.89,0.0,0.0,4.19,19.44,0.0,0.0,4.08,16.52,0
0,2023/7/24 1:39,正常停机,37,1258.29,0.0,38,37,0.0,0,2.84,16.86,0.0,0.0,3.14,17.1,0.0,0.0,4.21,19.02,0.0,0.0,4.11,16.45,0
0,2023/7/24 1:41,正常停机,37,1258.29,0.0,38,37,0.0,0,2.87,16.77,0.0,0.0,3.16,17.64,0.0,0.0,4.17,18.51,0.0,0.0,4.06,16.42,0
0,2023/7/24 1:42,正常停机,37,1258.29,0.0,38,37,0.0,0,2.81,16.35,0.0,0.0,3.0,17.45,0.0,0.0,4.2,18.5,0.0,0.0,4.06,16.86,0
0,2023/7/24 1:49,正常停机,37,1258.29,0.0,38,36,0.0,0,2.86,16.51,0.0,0.0,3.24,17.56,0.0,0.0,4.16,18.92,0.0,0.0,4.07,16.45,0
0,2023/7/24 1:51,正常停机,37,1258.29,0.0,38,36,0.0,0,2.83,16.41,0.0,0.0,3.13,16.91,0.0,0.0,4.16,18.9,0.0,0.0,4.09,15.58,0
0,2023/7/24 1:52,正常停机,37,1258.29,0.0,38,36,0.0,0,2.83,16.79,0.0,0.0,3.18,17.11,0.0,0.0,4.27,19.68,0.0,0.0,4.06,16.86,1
0,2023/7/24 1:56,正常停机,37,1258.29,0.0,38,36,0.0,0,2.89,16.28,0.0,0.0,3.19,17.43,0.0,0.0,4.22,19.6,0.0,0.0,4.16,16.09,0
0,2023/7/24 2:02,正常停机,36,1258.29,0.0,38,36,0.0,0,2.84,16.61,0.0,0.0,3.13,17.45,0.0,0.0,4.2,19.27,0.0,0.0,4.08,15.96,1
0,2023/7/24 2:04,正常停机,36,1258.29,0.0,38,36,0.0,0,2.85,16.27,0.0,0.0,3.12,17.95,0.0,0.0,4.17,18.78,0.0,0.0,4.13,15.94,0
0,2023/7/24 2:05,正常停机,36,1258.29,0.0,38,36,0.0,0,2.89,16.86,0.0,0.0,3.19,17.38,0.0,0.0,4.24,18.51,0.0,0.0,4.07,16.6,0
0,2023/7/24 2:06,正常停机,36,1258.29,0.0,38,36,0.0,0,2.78,16.68,0.0,0.0,3.16,16.69,0.0,0.0,4.31,19.3,0.0,0.0,4.1,15.92,1
0,2023/7/24 2:10,正常停机,36,1258.29,0.0,38,36,0.0,0,2.82,16.56,0.0,0.0,3.24,17.53,0.0,0.0,4.2,19.12,0.0,0.0,4.05,15.92,1
0,2023/7/24 2:12,正常停机,36,1258.29,0.0,38,36,0.0,0,2.86,17.08,0.0,0.0,3.17,17.09,0.0,0.0,4.3,19.68,0.0,0.0,4.0,16.03,0
0,2023/7/24 2:13,正常停机,36,1258.29,0.0,38,36,0.0,0,2.91,16.76,0.0,0.0,3.13,16.96,0.0,0.0,4.3,19.64,0.0,0.0,4.05,16.34,0
0,2023/7/24 2:15,正常停机,36,1258.29,0.0,38,36,0.0,0,2.81,16.45,0.0,0.0,3.14,17.15,0.0,0.0,4.38,19.09,0.0,0.0,4.12,16.33,0
0,2023/7/24 2:17,正常停机,36,1258.29,0.0,38,36,0.0,0,2.82,16.32,0.0,0.0,3.2,17.06,0.0,0.0,4.32,17.99,0.0,0.0,4.06,16.14,0
0,2023/7/24 2:20,正常停机,36,1258.29,0.0,38,36,0.0,0,2.76,16.33,0.0,0.0,3.15,17.14,0.0,0.0,4.23,18.65,0.0,0.0,4.01,15.96,0
0,2023/7/24 2:21,正常停机,36,1258.29,0.0,38,36,0.0,0,2.82,16.22,0.0,0.0,3.16,17.56,0.0,0.0,4.21,19.24,0.0,0.0,4.09,16.39,0
0,2023/7/24 2:22,正常停机,36,1258.29,0.0,38,36,0.0,0,2.86,15.79,0.0,0.0,3.19,17.37,0.0,0.0,4.13,19.08,0.0,0.0,4.11,15.98,0
0,2023/7/24 2:23,正常停机,36,1258.29,0.0,38,36,0.0,0,2.81,16.26,0.0,0.0,3.17,17.2,0.0,0.0,4.22,19.07,0.0,0.0,4.06,15.95,0
0,2023/7/24 2:24,正常停机,36,1258.29,0.0,38,36,0.0,0,2.85,16.5,0.0,0.0,3.04,16.49,0.0,0.0,4.17,19.19,0.0,0.0,4.05,16.4,0
0,2023/7/24 2:26,正常停机,36,1258.29,0.0,38,36,0.0,0,2.82,16.78,0.0,0.0,3.13,16.87,0.0,0.0,4.11,19.15,0.0,0.0,4.08,16.09,0
0,2023/7/24 2:27,正常停机,36,1258.29,0.0,38,36,0.0,0,2.83,16.55,0.0,0.0,3.19,17.21,0.0,0.0,4.17,18.59,0.0,0.0,4.04,15.54,1
0,2023/7/24 2:36,正常停机,36,1258.29,0.0,38,36,0.0,0,2.83,16.78,0.0,0.0,3.2,17.12,0.0,0.0,4.38,18.85,0.0,0.0,4.15,16.39,0
0,2023/7/24 2:37,正常停机,36,1258.29,0.0,38,36,0.0,0,2.79,16.34,0.0,0.0,3.13,17.21,0.0,0.0,4.27,19.04,0.0,0.0,4.1,15.9,0
0,2023/7/24 2:39,正常停机,36,1258.29,0.0,38,36,0.0,0,2.82,16.74,0.0,0.0,3.08,16.7,0.0,0.0,4.28,18.3,0.0,0.0,4.09,16.12,1
0,2023/7/24 2:41,正常停机,36,1258.29,0.0,38,36,0.0,0,2.79,16.67,0.0,0.0,3.12,16.98,0.0,0.0,4.29,19.01,0.0,0.0,4.09,16.17,0
0,2023/7/24 2:46,正常停机,36,1258.29,0.0,38,36,0.0,0,2.9,16.56,0.0,0.0,3.24,17.82,0.0,0.0,4.13,18.15,0.0,0.0,4.11,16.21,0
0,2023/7/24 2:47,正常停机,36,1258.29,0.0,38,36,0.0,0,2.85,15.94,0.0,0.0,3.14,17.07,0.0,0.0,4.15,18.77,0.0,0.0,4.09,16.52,1
0,2023/7/24 2:48,正常停机,36,1258.29,0.0,38,36,0.0,0,2.82,16.27,0.0,0.0,3.15,17.19,0.0,0.0,4.18,18.22,0.0,0.0,4.11,16.17,0
0,2023/7/24 2:49,正常停机,36,1258.29,0.0,38,36,0.0,0,2.87,16.44,0.0,0.0,3.14,17.5,0.0,0.0,4.19,18.52,0.0,0.0,4.09,16.65,0
0,2023/7/24 2:54,正常停机,36,1258.29,0.0,38,36,0.0,0,2.83,16.62,0.0,0.0,3.14,17.03,0.0,0.0,4.21,18.73,0.0,0.0,4.13,16.47,0
0,2023/7/24 2:57,正常停机,36,1258.29,0.0,38,36,0.0,0,2.86,17.04,0.0,0.0,3.12,16.8,0.0,0.0,4.18,18.78,0.0,0.0,4.09,16.44,0
0,2023/7/24 2:58,正常停机,36,1258.29,0.0,38,36,0.0,0,2.79,16.06,0.0,0.0,3.1,16.95,0.0,0.0,4.24,18.8,0.0,0.0,4.17,16.11,0
0,2023/7/24 2:59,正常停机,36,1258.29,0.0,38,36,0.0,0,2.84,16.66,0.0,0.0,3.08,17.4,0.0,0.0,4.12,18.49,0.0,0.0,4.15,15.4,0
0,2023/7/24 3:03,正常停机,36,1258.29,0.0,38,36,0.0,0,2.87,16.19,0.0,0.0,3.23,16.97,0.0,0.0,4.18,19.58,0.0,0.0,4.13,16.22,0
0,2023/7/24 3:06,正常停机,36,1258.29,0.0,38,36,0.0,0,2.9,16.86,0.0,0.0,3.15,17.17,0.0,0.0,4.21,18.75,0.0,0.0,4.14,16.03,0
0,2023/7/24 3:10,正常停机,36,1258.29,0.0,38,36,0.0,0,2.81,16.19,0.0,0.0,3.12,17.67,0.0,0.0,4.28,18.7,0.0,0.0,4.14,16.07,0
0,2023/7/24 3:13,正常停机,36,1258.29,0.0,38,36,0.0,0,2.77,15.99,0.0,0.0,3.06,17.33,0.0,0.0,4.23,18.38,0.0,0.0,4.09,16.1,1
0,2023/7/24 3:15,正常停机,36,1258.29,0.0,38,36,0.0,0,2.86,16.2,0.0,0.0,3.15,17.41,0.0,0.0,4.2,19.02,0.0,0.0,4.08,15.63,0
0,2023/7/24 3:17,正常停机,36,1258.29,0.0,38,36,0.0,0,2.74,16.63,0.0,0.0,3.03,17.43,0.0,0.0,4.24,18.92,0.0,0.0,4.12,16.1,0
0,2023/7/24 3:24,正常停机,36,1258.29,0.0,38,36,0.0,0,2.75,16.61,0.0,0.0,2.96,17.24,0.0,0.0,4.3,19.4,0.0,0.0,4.1,16.25,0
0,2023/7/24 3:27,正常停机,36,1258.29,0.0,38,36,0.0,0,2.85,16.5,0.0,0.0,3.19,17.38,0.0,0.0,4.24,18.48,0.0,0.0,4.11,16.09,1
0,2023/7/24 3:28,正常停机,36,1258.29,0.0,38,36,0.0,0,2.73,16.48,0.0,0.0,3.13,17.6,0.0,0.0,4.19,19.17,0.0,0.0,4.06,16.03,0
0,2023/7/24 3:29,正常停机,36,1258.29,0.0,38,36,0.0,0,2.82,16.26,0.0,0.0,2.99,17.68,0.0,0.0,4.3,19.15,0.0,0.0,4.1,16.23,0
0,2023/7/24 3:31,正常停机,36,1258.29,0.0,38,36,0.0,0,2.8,16.04,0.0,0.0,3.07,17.04,0.0,0.0,4.31,19.27,0.0,0.0,4.09,16.73,0
0,2023/7/24 3:35,正常停机,36,1258.29,0.0,38,36,0.0,0,2.87,16.94,0.0,0.0,3.14,17.33,0.0,0.0,4.21,18.86,0.0,0.0,4.15,16.85,0
0,2023/7/24 3:36,正常停机,36,1258.29,0.0,38,36,0.0,0,2.89,16.18,0.0,0.0,3.05,16.97,0.0,0.0,4.19,19.3,0.0,0.0,4.0,16.09,0
0,2023/7/24 3:37,正常停机,36,1258.29,0.0,38,36,0.0,0,2.8,15.82,0.0,0.0,3.13,17.38,0.0,0.0,4.18,18.81,0.0,0.0,4.1,16.88,0
0,2023/7/24 3:39,正常停机,36,1258.29,0.0,38,36,0.0,0,2.8,16.46,0.0,0.0,3.05,17.61,0.0,0.0,4.2,18.36,0.0,0.0,4.08,15.95,0
0,2023/7/24 3:40,正常停机,36,1258.29,0.0,38,36,0.0,0,2.78,16.07,0.0,0.0,3.09,16.84,0.0,0.0,4.23,18.85,0.0,0.0,4.06,15.78,0
0,2023/7/24 3:41,正常停机,36,1258.29,0.0,38,36,0.0,0,2.85,16.87,0.0,0.0,3.08,17.68,0.0,0.0,4.2,19.6,0.0,0.0,4.03,16.46,0
0,2023/7/24 3:47,正常停机,35,1258.29,0.0,38,36,0.0,0,2.87,16.21,0.0,0.0,3.07,17.12,0.0,0.0,4.26,18.84,0.0,0.0,4.03,16.68,0
0,2023/7/24 3:53,正常停机,35,1258.29,0.0,38,36,0.0,0,2.9,16.36,0.0,0.0,3.11,16.81,0.0,0.0,4.27,18.99,0.0,0.0,4.1,16.17,0
0,2023/7/24 3:56,正常停机,35,1258.29,0.0,38,36,0.0,0,2.81,16.14,0.0,0.0,3.02,17.44,0.0,0.0,4.2,18.42,0.0,0.0,4.07,16.74,1
0,2023/7/24 4:05,正常停机,35,1258.29,0.0,38,36,0.0,0,2.76,16.38,0.0,0.0,3.03,17.44,0.0,0.0,4.14,17.89,0.0,0.0,4.13,16.25,1
0,2023/7/24 4:07,正常停机,35,1258.29,0.0,38,36,0.0,0,2.81,16.38,0.0,0.0,3.1,17.85,0.0,0.0,4.21,18.12,0.0,0.0,4.18,16.39,0
0,2023/7/24 4:11,正常停机,35,1258.29,0.0,38,36,0.0,0,2.74,16.48,0.0,0.0,3.02,17.71,0.0,0.0,4.19,18.33,0.0,0.0,4.07,16.1,0
0,2023/7/24 4:13,正常停机,35,1258.29,0.0,38,36,0.0,0,2.84,16.21,0.0,0.0,3.1,17.61,0.0,0.0,4.23,19.26,0.0,0.0,4.08,15.93,0
0,2023/7/24 4:14,正常停机,35,1258.29,0.0,38,36,0.0,0,2.8,16.63,0.0,0.0,2.99,17.67,0.0,0.0,4.17,18.74,0.0,0.0,4.1,16.37,1
0,2023/7/24 4:17,正常停机,35,1258.29,0.0,38,36,0.0,0,2.87,16.26,0.0,0.0,3.01,17.95,0.0,0.0,4.17,18.19,0.0,0.0,4.07,16.55,0
0,2023/7/24 4:18,正常停机,35,1258.29,0.0,38,36,0.0,0,2.8,16.46,0.0,0.0,3.15,17.29,0.0,0.0,4.16,19.31,0.0,0.0,4.05,16.32,0
0,2023/7/24 4:20,正常停机,35,1258.29,0.0,38,36,0.0,0,2.85,16.87,0.0,0.0,3.12,17.43,0.0,0.0,4.22,19.39,0.0,0.0,4.11,15.93,0
0,2023/7/24 4:21,正常停机,35,1258.29,0.0,38,36,0.0,0,2.86,17.14,0.0,0.0,3.1,17.2,0.0,0.0,4.22,19.51,0.0,0.0,4.16,16.91,0
0,2023/7/24 4:23,正常停机,35,1258.29,0.0,38,36,0.0,0,2.79,16.8,0.0,0.0,3.05,17.75,0.0,0.0,4.16,19.11,0.0,0.0,4.1,16.35,1
0,2023/7/24 4:24,正常停机,35,1258.29,0.0,38,36,0.0,0,2.76,16.34,0.0,0.0,3.0,17.41,0.0,0.0,4.16,19.1,0.0,0.0,4.13,16.72,0
0,2023/7/24 4:26,正常停机,35,1258.29,0.0,38,36,0.0,0,2.87,16.81,0.0,0.0,3.04,16.83,0.0,0.0,4.14,18.38,0.0,0.0,4.12,16.78,0
0,2023/7/24 4:27,正常停机,35,1258.29,0.0,38,36,0.0,0,2.79,16.61,0.0,0.0,3.04,17.34,0.0,0.0,4.2,18.9,0.0,0.0,4.1,16.23,0
0,2023/7/24 4:30,正常停机,35,1258.29,0.0,38,36,0.0,0,2.9,16.21,0.0,0.0,3.11,18.22,0.0,0.0,4.2,18.7,0.0,0.0,4.1,16.04,0
0,2023/7/24 4:31,正常停机,35,1258.29,0.0,38,36,0.0,0,2.85,16.38,0.0,0.0,3.04,17.38,0.0,0.0,4.15,19.08,0.0,0.0,4.13,16.17,1
0,2023/7/24 4:35,正常停机,35,1258.29,0.0,38,36,0.0,0,2.85,16.37,0.0,0.0,3.16,17.09,0.0,0.0,4.16,18.42,0.0,0.0,4.16,16.69,0
0,2023/7/24 4:37,正常停机,35,1258.29,0.0,38,36,0.0,0,2.77,16.04,0.0,0.0,3.07,17.86,0.0,0.0,4.24,18.74,0.0,0.0,4.15,16.35,0
0,2023/7/24 4:42,正常停机,35,1258.29,0.0,38,36,0.0,0,2.85,16.14,0.0,0.0,3.05,16.79,0.0,0.0,4.15,18.41,0.0,0.0,4.05,15.85,0
0,2023/7/24 4:43,正常停机,35,1258.29,0.0,38,36,0.0,0,2.82,16.73,0.0,0.0,3.03,17.85,0.0,0.0,4.17,19.19,0.0,0.0,4.11,16.19,0
0,2023/7/24 4:46,正常停机,35,1258.29,0.0,38,36,0.0,0,2.84,16.44,0.0,0.0,3.14,17.6,0.0,0.0,4.18,18.96,0.0,0.0,4.05,16.75,0
0,2023/7/24 4:52,正常停机,35,1258.29,0.0,37,36,0.0,0,2.79,16.63,0.0,0.0,3.09,17.53,0.0,0.0,4.26,18.73,0.0,0.0,4.09,16.57,0
0,2023/7/24 4:53,正常停机,35,1258.29,0.0,37,36,0.0,0,2.79,16.58,0.0,0.0,3.06,17.52,0.0,0.0,4.15,18.05,0.0,0.0,4.04,16.8,0
0,2023/7/24 4:54,正常停机,35,1258.29,0.0,37,36,0.0,0,2.84,15.99,0.0,0.0,3.02,17.27,0.0,0.0,4.25,18.47,0.0,0.0,4.11,16.04,1
0,2023/7/24 4:56,正常停机,35,1258.29,0.0,37,36,0.0,0,2.77,16.03,0.0,0.0,2.99,16.87,0.0,0.0,4.16,18.7,0.0,0.0,4.12,16.71,0
0,2023/7/24 5:03,正常停机,35,1258.29,0.0,37,36,0.0,0,2.79,16.28,0.0,0.0,3.05,17.32,0.0,0.0,4.2,19.06,0.0,0.0,4.1,16.55,0
0,2023/7/24 5:07,正常停机,35,1258.29,0.0,37,36,0.0,0,2.85,15.9,0.0,0.0,2.98,17.37,0.0,0.0,4.19,18.53,0.0,0.0,4.05,16.54,0
0,2023/7/24 5:08,正常停机,35,1258.29,0.0,37,36,0.0,0,2.83,16.85,0.0,0.0,3.05,16.81,0.0,0.0,4.18,18.77,0.0,0.0,4.12,16.76,0
0,2023/7/24 5:10,正常停机,35,1258.29,0.0,37,36,0.0,0,2.86,16.58,0.0,0.0,2.85,17.6,0.0,0.0,4.25,18.62,0.0,0.0,4.05,16.4,0
0,2023/7/24 5:11,正常停机,35,1258.29,0.0,37,36,0.0,0,2.76,16.39,0.0,0.0,3.04,17.97,0.0,0.0,4.17,18.73,0.0,0.0,4.17,16.11,0
0,2023/7/24 5:16,正常停机,35,1258.29,0.0,37,36,0.0,0,2.83,16.46,0.0,0.0,3.0,18.04,0.0,0.0,4.16,18.45,0.0,0.0,4.1,16.01,0
0,2023/7/24 5:18,正常停机,35,1258.29,0.0,37,36,0.0,0,2.79,16.53,0.0,0.0,2.97,17.19,0.0,0.0,4.27,18.98,0.0,0.0,4.05,16.42,0
0,2023/7/24 5:20,正常停机,35,1258.29,0.0,37,36,0.0,0,2.82,16.93,0.0,0.0,3.14,17.07,0.0,0.0,4.24,19.29,0.0,0.0,4.14,16.26,0
0,2023/7/24 5:25,正常停机,35,1258.29,0.0,37,36,0.0,0,2.86,16.1,0.0,0.0,3.11,17.06,0.0,0.0,4.22,18.48,0.0,0.0,4.14,17.0,0
0,2023/7/24 5:26,正常停机,35,1258.29,0.0,37,36,0.0,0,2.82,17.0,0.0,0.0,3.03,16.92,0.0,0.0,4.19,19.22,0.0,0.0,4.09,16.31,0
0,2023/7/24 5:28,正常停机,35,1258.29,0.0,37,36,0.0,0,2.92,16.3,0.0,0.0,3.06,17.17,0.0,0.0,4.14,18.37,0.0,0.0,4.06,16.41,0
0,2023/7/24 5:34,正常停机,35,1258.29,0.0,37,36,0.0,0,2.83,16.64,0.0,0.0,2.98,17.53,0.0,0.0,4.13,18.17,0.0,0.0,4.12,16.41,0
0,2023/7/24 5:35,正常停机,35,1258.29,0.0,37,36,0.0,0,2.86,16.99,0.0,0.0,3.13,17.21,0.0,0.0,4.21,19.31,0.0,0.0,4.13,16.26,0
0,2023/7/24 5:36,正常停机,35,1258.29,0.0,37,36,0.0,0,2.77,16.82,0.0,0.0,3.12,17.21,0.0,0.0,4.21,19.25,0.0,0.0,4.13,16.43,1
0,2023/7/24 5:39,正常停机,35,1258.29,0.0,37,36,0.0,0,2.83,16.61,0.0,0.0,3.12,17.35,0.0,0.0,4.15,18.97,0.0,0.0,4.13,16.2,0
0,2023/7/24 5:41,正常停机,35,1258.29,0.0,37,36,0.0,0,2.83,16.77,0.0,0.0,3.07,17.98,0.0,0.0,4.19,19.34,0.0,0.0,4.14,16.68,0
0,2023/7/24 5:43,正常停机,35,1258.29,0.0,37,36,0.0,0,2.83,16.32,0.0,0.0,3.03,17.4,0.0,0.0,4.16,19.54,0.0,0.0,4.1,16.14,0
0,2023/7/24 5:44,正常停机,35,1258.29,0.0,37,36,0.0,0,2.89,17.06,0.0,0.0,3.1,17.02,0.0,0.0,4.22,18.95,0.0,0.0,4.1,15.71,0
0,2023/7/24 5:48,正常停机,35,1258.29,0.0,37,36,0.0,0,2.77,16.75,0.0,0.0,3.05,17.32,0.0,0.0,4.27,19.15,0.0,0.0,4.09,16.38,1
0,2023/7/24 5:50,正常停机,35,1258.29,0.0,37,36,0.0,0,2.87,16.62,0.0,0.0,2.96,16.85,0.0,0.0,4.2,18.35,0.0,0.0,4.13,15.85,0
0,2023/7/24 5:52,正常停机,35,1258.29,0.0,37,36,0.0,0,2.83,16.71,0.0,0.0,3.01,17.4,0.0,0.0,4.25,19.56,0.0,0.0,4.1,16.03,0
0,2023/7/24 5:53,正常停机,35,1258.29,0.0,37,36,0.0,0,2.81,16.72,0.0,0.0,2.94,16.56,0.0,0.0,4.16,19.18,0.0,0.0,4.09,16.06,0
0,2023/7/24 5:56,正常停机,34,1258.29,0.0,37,36,0.0,0,2.78,16.41,0.0,0.0,2.99,17.29,0.0,0.0,4.22,18.94,0.0,0.0,4.08,16.21,1
0,2023/7/24 6:00,正常停机,34,1258.29,0.0,37,36,0.0,0,2.88,17.0,0.0,0.0,3.06,17.38,0.0,0.0,4.14,18.93,0.0,0.0,4.12,16.2,0
0,2023/7/24 6:03,正常停机,34,1258.29,0.0,37,36,0.0,0,2.88,16.74,0.0,0.0,3.06,17.26,0.0,0.0,4.2,18.84,0.0,0.0,4.15,16.3,0
0,2023/7/24 6:04,正常停机,34,1258.29,0.0,37,36,0.0,0,2.85,16.48,0.0,0.0,3.0,17.67,0.0,0.0,4.17,19.24,0.0,0.0,4.07,16.59,0
