id,时间,状态,电机模块电机温度,电机模块速度激活值(RPM),电机速度实际值(RPM),高速轴前轴承轴温,高速轴后轴承轴温,高速轴锁紧器端轴承1#轴承对象值,高速轴锁紧器端轴承1#频域速度有效值,高速轴锁紧器端轴承1#时域加速度有效值,高速轴锁紧器端轴承1#时域加速度峰值,高速轴轴承1#轴承对象值,高速轴轴承1#频域速度有效值,高速轴轴承1#时域加速度有效值,高速轴轴承1#时域加速度峰值,主电机前轴承轴承对象值,主电机前轴承频域速度有效值,主电机前轴承时域加速度有效值,主电机前轴承时域加速度峰值,主电机后轴承轴承对象值,主电机后轴承频域速度有效值,主电机后轴承时域加速度有效值,主电机后轴承时域加速度峰值,N
0,2023/8/2 13:31,正常停机,51,1363.15,1363.15,46,43,0.48,0,3.1,22.22,1.21,0.0,3.77,38.75,18.89,0.0,94.67,333.23,37.17,0.0,84.28,280.13,0
0,2023/8/2 13:34,正常停机,52,1363.15,1362.94,46,43,0.99,0,3.17,21.35,0.71,0.0,3.75,38.93,39.29,0.0,93.18,332.75,39.01,0.0,84.51,278.05,0
0,2023/8/2 13:38,正常停机,53,1363.15,1360.59,46,43,0.97,0,4.65,25.96,1.06,0.0,7.46,73.79,26.62,0.0,99.5,335.91,38.78,0.0,87.77,300.16,0
0,2023/8/2 13:39,正常停机,54,1363.15,1361.41,46,43,0.67,0,4.18,28.21,0.89,0.0,5.81,63.02,27.47,0.0,95.65,330.03,42.98,0.0,87.52,297.45,0
0,2023/8/2 13:40,正常停机,54,1363.15,1358.64,46,43,0.59,0,4.51,28.61,4.06,0.0,4.67,44.15,29.92,0.0,93.24,344.21,39.72,0.0,87.5,289.99,0
0,2023/8/2 13:42,正常停机,54,1363.15,1357.82,46,44,0.79,0,4.91,32.05,1.06,0.0,5.15,72.12,38.19,0.0,99.03,345.92,28.35,0.0,92.51,312.26,0
0,2023/8/2 13:49,正常停机,54,1363.15,1363.35,47,44,0.59,0,3.09,20.56,0.66,0.0,3.71,37.66,37.66,0.0,95.98,324.82,36.2,0.0,92.89,301.68,1
0,2023/8/2 13:52,正常停机,54,1363.15,1358.44,47,44,2.07,0,3.81,28.64,1.08,0.0,7.11,55.33,38.71,0.0,94.14,337.53,34.89,0.0,93.54,307.95,0
0,2023/8/2 13:54,正常停机,54,1363.15,1362.94,47,44,0.37,0,3.11,20.25,0.83,0.0,3.64,36.9,28.52,0.0,95.67,317.52,35.75,0.0,92.47,301.46,0
0,2023/8/2 13:58,正常停机,54,1363.15,1363.46,47,44,1.01,0,3.12,21.92,0.69,0.0,3.75,37.66,35.28,0.0,94.91,316.33,36.11,0.0,93.32,306.55,0
0,2023/8/2 14:02,正常停机,54,1363.15,1362.53,47,44,0.57,0,4.67,28.24,1.16,0.0,4.93,50.83,37.25,0.0,98.47,324.25,38.91,0.0,94.7,316.63,0
0,2023/8/2 14:08,正常停机,54,1363.15,1358.95,47,44,0.61,0,8.34,42.46,0.81,0.0,4.86,42.68,30.21,0.0,97.09,321.29,40.29,0.0,97.24,337.6,0
0,2023/8/2 14:09,正常停机,55,1363.15,1357.31,47,44,0.64,0,10.06,46.63,1.72,0.0,7.72,53.32,45.84,0.0,99.5,327.9,42.93,0.0,97.25,346.05,0
0,2023/8/2 14:11,正常停机,55,1363.15,1358.13,47,44,0.71,0,9.86,48.97,0.59,0.0,11.93,55.68,50.33,0.0,101.55,343.76,49.93,0.0,99.82,339.64,0
0,2023/8/2 14:15,正常停机,55,1363.15,1363.87,47,44,0.72,0,3.1,21.61,0.91,0.0,3.78,39.26,36.54,0.0,97.69,319.18,41.36,0.0,96.55,304.08,0
0,2023/8/2 14:16,正常停机,55,1363.15,1364.17,47,44,0.56,0,3.1,21.9,0.86,0.0,3.74,38.52,34.72,0.0,98.33,317.99,39.39,0.0,94.64,304.89,0
0,2023/8/2 14:17,正常停机,54,1363.15,1358.03,47,44,0.5,0,4.05,31.4,1.49,0.0,6.07,47.71,19.32,0.0,100.24,317.99,36.99,0.0,101.12,350.82,0
0,2023/8/2 14:19,正常停机,55,1363.15,1358.44,48,44,0.68,0,3.91,35.67,1.28,0.0,5.38,65.08,35.93,0.0,96.88,319.38,37.78,0.0,98.56,339.6,0
0,2023/8/2 14:22,正常停机,55,1363.15,1362.74,48,44,0.88,0,3.05,22.29,0.58,0.0,3.71,40.09,28.79,0.0,99.14,312.78,28.55,0.0,98.41,314.4,0
0,2023/8/2 14:23,正常运行,54,1363.15,1362.94,48,44,0.7,0,3.16,21.23,0.69,0.0,3.55,42.52,26.01,0.0,96.67,311.25,34.59,0.0,97.69,311.58,1
0,2023/8/2 14:24,正常运行,55,1363.15,1355.78,48,44,0.44,0,10.2,49.29,1.04,0.0,6.24,70.35,41.56,0.0,98.68,327.99,39.96,0.0,98.65,335.6,0
0,2023/8/2 14:25,正常停机,55,1363.15,1358.03,48,44,0.55,0,8.99,65.83,0.71,0.0,5.83,42.35,40.46,0.0,103.32,326.99,46.5,0.0,101.66,339.28,0
0,2023/8/2 14:30,正常运行,55,1363.15,1359.05,48,44,0.62,0,10.28,32.36,0.91,0.0,12.67,87.94,42.07,0.0,100.38,335.73,47.72,0.0,100.44,334.28,0
0,2023/8/2 14:31,正常停机,55,1363.15,1360.28,48,44,0.53,0,6.17,26.19,1.71,0.0,5.99,57.09,37.51,0.0,97.45,323.67,16.0,0.0,100.99,353.31,1
0,2023/8/2 14:34,正常停机,55,1363.15,1362.94,48,44,0.59,0,4.33,36.1,0.75,0.0,6.92,64.23,33.41,0.0,101.43,327.38,44.6,0.0,103.05,341.74,0
0,2023/8/2 14:37,正常停机,56,1363.15,1357.21,48,44,0.77,0,10.54,28.54,0.46,0.0,4.87,79.94,36.28,0.0,103.84,316.07,44.06,0.0,103.6,352.62,0
0,2023/8/2 14:38,正常停机,55,1363.15,1359.56,48,45,0.78,0,3.52,29.18,1.48,0.0,7.23,94.14,38.88,0.0,101.04,335.43,34.07,0.0,103.6,350.83,0
0,2023/8/2 14:40,正常停机,55,1363.15,1360.18,48,45,0.58,0,4.98,33.82,1.36,0.0,4.71,59.56,34.61,0.0,105.31,327.21,33.67,0.0,101.86,337.01,0
0,2023/8/2 14:41,正常停机,55,1363.15,1360.79,48,45,0.89,0,5.28,36.88,0.96,0.0,5.86,49.26,40.74,0.0,105.75,334.51,41.89,0.0,100.98,340.61,0
0,2023/8/2 14:46,正常停机,55,1363.15,1363.25,48,45,0.63,0,4.0,26.16,1.03,0.0,4.46,54.67,39.83,0.0,99.9,323.22,43.85,0.0,102.85,340.07,0
0,2023/8/2 14:47,正常停机,56,1363.15,1358.95,48,45,3.54,0,3.65,32.61,0.89,0.0,6.45,48.49,22.78,0.0,101.04,317.59,29.5,0.0,103.56,330.19,0
0,2023/8/2 14:48,正常停机,56,1363.15,1363.46,48,45,1.73,0,3.25,27.39,1.21,0.0,3.74,40.47,38.13,0.0,100.04,315.98,35.04,0.0,101.62,321.73,0
0,2023/8/2 14:50,正常停机,56,1363.15,1363.05,48,45,0.59,0,3.12,23.69,0.72,0.0,3.71,35.32,28.94,0.0,97.44,316.96,29.68,0.0,100.49,320.99,0
0,2023/8/2 14:52,正常停机,56,838.86,838.55,48,44,0.7,0,2.9,21.11,0.64,0.0,3.21,31.7,18.84,0.0,78.21,256.41,49.88,0.0,112.27,286.95,0
0,2023/8/2 14:53,正常停机,57,838.86,838.35,48,44,0.61,0,3.51,23.92,0.85,0.0,3.14,36.99,16.47,0.0,80.11,256.31,18.9,0.0,110.77,285.27,0
0,2023/8/2 14:55,正常停机,59,1363.15,1363.15,48,44,0.47,0,3.15,22.9,0.9,0.0,3.79,41.81,31.87,0.0,96.69,327.92,27.07,0.0,89.65,300.9,0
0,2023/8/2 14:56,正常停机,58,1363.15,1362.53,48,44,0.6,0,3.13,23.98,0.45,0.0,3.75,40.22,39.59,0.0,96.85,322.54,30.79,0.0,94.19,316.28,0
0,2023/8/2 15:01,正常停机,55,1363.15,1363.15,48,44,0.69,0,3.1,21.25,0.9,0.0,3.7,36.29,21.94,0.0,98.15,314.16,29.67,0.0,97.4,319.38,1
0,2023/8/2 15:04,正常停机,56,838.86,838.66,48,44,0.7,0,2.99,24.0,0.58,0.0,3.01,34.32,19.0,0.0,78.85,254.94,22.58,0.0,111.76,290.27,0
0,2023/8/2 15:07,正常停机,57,838.86,838.76,48,44,0.51,0,2.91,21.01,1.08,0.0,3.21,35.52,24.03,0.0,79.16,267.68,23.01,0.0,106.64,281.09,0
0,2023/8/2 15:09,正常停机,57,838.86,838.76,48,44,0.65,0,2.98,23.13,0.6,0.0,3.08,37.15,27.5,0.0,79.67,265.26,21.39,0.0,103.38,278.12,0
0,2023/8/2 15:10,正常停机,56,838.86,838.66,48,44,0.74,0,2.95,22.54,0.58,0.0,3.04,36.74,21.41,0.0,80.56,269.3,18.18,0.0,101.95,275.62,0
0,2023/8/2 15:11,正常停机,57,838.86,838.86,48,44,0.66,0,2.93,21.51,0.79,0.0,3.01,34.94,18.77,0.0,79.64,268.83,22.7,0.0,100.24,277.99,0
0,2023/8/2 15:12,正常停机,57,838.86,839.17,48,44,0.6,0,2.98,20.73,0.72,0.0,3.06,39.99,20.64,0.0,80.81,266.16,19.57,0.0,98.39,266.06,0
0,2023/8/2 15:15,正常停机,56,838.86,0.0,48,44,0.0,0,2.69,16.02,0.0,0.0,2.26,15.94,0.0,0.0,4.07,17.84,0.0,0.0,4.16,16.68,0
0,2023/8/2 15:16,正常停机,56,838.86,0.0,48,44,0.0,0,2.71,16.36,0.0,0.0,2.24,15.8,0.0,0.0,4.09,17.92,0.0,0.0,4.1,15.82,0
0,2023/8/2 15:17,正常停机,55,838.86,0.0,48,44,0.0,0,2.69,16.62,0.0,0.0,2.17,15.73,0.0,0.0,4.0,18.04,0.0,0.0,4.11,15.84,0
0,2023/8/2 15:19,正常停机,55,838.86,0.0,48,44,0.0,0,2.71,16.85,0.0,0.0,2.19,15.29,0.0,0.0,4.08,18.65,0.0,0.0,4.07,15.76,0
0,2023/8/2 15:22,正常停机,53,838.86,0.0,48,44,0.0,0,2.63,20.17,0.0,0.0,2.41,34.65,0.0,0.0,4.2,19.3,0.0,0.0,4.18,16.88,1
0,2023/8/2 15:23,正常停机,52,838.86,0.0,48,44,0.0,0,2.71,18.47,0.0,0.0,2.44,31.81,0.0,0.0,4.21,18.61,0.0,0.0,4.25,17.05,0
0,2023/8/2 15:25,正常停机,50,838.86,0.0,48,44,0.0,0,2.72,20.34,0.0,0.0,2.36,30.95,0.0,0.0,4.2,19.17,0.0,0.0,4.2,16.71,0
0,2023/8/2 15:27,正常停机,49,838.86,0.0,48,44,0.0,0,2.72,20.4,0.0,0.0,2.27,32.78,0.0,0.0,4.21,18.52,0.0,0.0,4.23,16.93,0
0,2023/8/2 15:28,正常停机,49,838.86,0.0,48,44,0.0,0,2.68,20.28,0.0,0.0,2.31,31.14,0.0,0.0,4.2,18.28,0.0,0.0,4.24,17.36,0
0,2023/8/2 15:30,正常停机,47,838.86,0.0,48,44,0.0,0,2.72,22.42,0.0,0.0,2.34,32.46,0.0,0.0,4.24,19.21,0.0,0.0,4.19,17.02,0
0,2023/8/2 15:31,正常停机,47,838.86,0.0,48,44,0.0,0,2.67,23.51,0.0,0.0,2.46,31.63,0.0,0.0,4.21,18.48,0.0,0.0,4.21,17.35,0
0,2023/8/2 15:35,正常停机,46,838.86,0.0,48,44,0.0,0,2.69,20.0,0.0,0.0,2.4,30.4,0.0,0.0,4.23,18.81,0.0,0.0,4.21,16.44,1
0,2023/8/2 15:36,正常停机,45,838.86,0.0,47,44,0.0,0,2.66,22.08,0.0,0.0,2.33,32.71,0.0,0.0,4.2,18.3,0.0,0.0,4.23,16.99,1
0,2023/8/2 15:38,正常停机,45,838.86,0.0,47,44,0.0,0,2.63,20.85,0.0,0.0,2.53,33.94,0.0,0.0,4.19,18.77,0.0,0.0,4.21,16.43,0
0,2023/8/2 15:42,正常停机,44,838.86,0.0,47,44,0.0,0,2.77,21.92,0.0,0.0,2.32,35.08,0.0,0.0,4.19,18.42,0.0,0.0,4.34,17.02,0
0,2023/8/2 15:46,正常停机,43,838.86,0.0,47,44,0.0,0,2.69,20.97,0.0,0.0,2.4,35.74,0.0,0.0,4.2,18.57,0.0,0.0,4.19,17.25,0
0,2023/8/2 15:48,正常停机,42,838.86,0.0,47,44,0.0,0,2.81,19.72,0.0,0.0,2.3,31.64,0.0,0.0,4.21,18.55,0.0,0.0,4.21,17.17,0
0,2023/8/2 15:51,正常停机,42,838.86,0.0,47,44,0.0,0,2.69,19.94,0.0,0.0,2.29,30.77,0.0,0.0,4.17,18.52,0.0,0.0,4.21,17.2,0
0,2023/8/2 15:54,正常停机,41,838.86,0.0,47,44,0.0,0,2.71,19.79,0.0,0.0,2.35,27.97,0.0,0.0,4.27,18.1,0.0,0.0,4.21,16.52,0
0,2023/8/2 15:57,正常停机,41,838.86,0.0,47,44,0.0,0,2.75,20.06,0.0,0.0,2.35,29.19,0.0,0.0,4.21,18.66,0.0,0.0,4.22,17.08,0
0,2023/8/2 15:58,正常停机,41,838.86,0.0,47,44,0.0,0,2.67,21.21,0.0,0.0,2.31,30.64,0.0,0.0,4.27,19.42,0.0,0.0,4.24,16.08,0
0,2023/8/2 16:02,正常停机,40,838.86,0.0,47,44,0.0,0,2.75,21.22,0.0,0.0,2.43,34.87,0.0,0.0,4.24,18.87,0.0,0.0,4.16,16.52,0
0,2023/8/2 16:04,正常停机,40,838.86,0.0,47,44,0.0,0,2.74,20.96,0.0,0.0,2.38,35.03,0.0,0.0,4.25,18.97,0.0,0.0,4.19,16.53,0
0,2023/8/2 16:05,正常停机,40,838.86,0.0,47,44,0.0,0,2.7,19.52,0.0,0.0,2.4,31.47,0.0,0.0,4.21,18.65,0.0,0.0,4.22,16.52,0
0,2023/8/2 16:07,正常停机,40,838.86,0.0,47,44,0.0,0,2.72,21.96,0.0,0.0,2.42,31.96,0.0,0.0,4.16,18.18,0.0,0.0,4.2,16.31,0
0,2023/8/2 16:10,正常停机,39,838.86,0.0,47,44,0.0,0,2.7,21.9,0.0,0.0,2.38,32.4,0.0,0.0,4.22,18.63,0.0,0.0,4.29,16.78,0
0,2023/8/2 16:13,正常停机,39,838.86,0.0,47,44,0.0,0,2.73,19.94,0.0,0.0,2.4,33.24,0.0,0.0,4.21,19.38,0.0,0.0,4.25,16.3,0
0,2023/8/2 16:17,正常停机,38,838.86,0.0,47,44,0.0,0,2.67,19.71,0.0,0.0,2.43,31.09,0.0,0.0,4.24,18.32,0.0,0.0,4.31,16.91,0
0,2023/8/2 16:19,正常停机,38,838.86,0.0,47,44,0.0,0,2.69,18.97,0.0,0.0,2.37,30.45,0.0,0.0,4.23,19.45,0.0,0.0,4.24,16.9,1
0,2023/8/2 16:23,正常停机,38,838.86,0.0,47,44,0.0,0,2.66,20.14,0.0,0.0,2.3,32.51,0.0,0.0,4.25,18.78,0.0,0.0,4.25,16.7,0
0,2023/8/2 16:27,正常停机,38,838.86,0.0,47,44,0.0,0,2.66,22.33,0.0,0.0,2.46,37.17,0.0,0.0,4.15,18.58,0.0,0.0,4.23,16.48,0
0,2023/8/2 16:32,正常停机,38,838.86,0.0,47,44,0.0,0,2.66,21.7,0.38,0.0,2.77,34.25,22.52,0.0,114.57,370.2,0.0,0.0,4.21,16.54,0
0,2023/8/2 16:33,正常停机,39,838.86,838.96,47,44,0.89,0,2.98,21.44,0.49,0.0,3.05,35.12,26.4,0.0,85.81,272.34,16.53,0.0,72.03,200.74,0
0,2023/8/2 16:37,正常停机,43,838.86,838.76,47,44,0.7,0,3.0,20.58,0.37,0.0,3.04,33.15,35.9,0.0,87.13,278.39,19.31,0.0,72.88,214.3,0
0,2023/8/2 16:38,正常停机,43,838.86,838.66,47,44,0.65,0,2.98,21.31,0.7,0.0,2.93,38.24,35.99,0.0,87.23,288.14,9.23,0.0,73.12,217.15,0
0,2023/8/2 16:39,正常停机,44,838.86,839.27,47,44,0.58,0,3.02,20.62,0.68,0.0,3.06,31.61,31.75,0.0,86.05,287.92,18.87,0.0,73.58,218.48,0
0,2023/8/2 16:47,正常停机,47,838.86,838.66,47,44,0.59,0,3.04,21.52,0.99,0.0,3.12,35.24,24.87,0.0,85.17,287.9,14.44,0.0,75.24,221.26,1
0,2023/8/2 16:52,正常停机,49,838.86,838.25,47,44,0.6,0,2.97,21.85,0.89,0.0,3.05,35.47,25.45,0.0,85.65,290.01,16.47,0.0,78.81,219.81,0
0,2023/8/2 16:53,正常停机,49,838.86,838.45,47,44,0.66,0,3.0,20.62,0.91,0.0,3.07,36.05,27.31,0.0,85.94,291.9,12.45,0.0,80.51,226.02,0
0,2023/8/2 16:55,正常停机,49,838.86,838.96,47,44,0.43,0,2.95,20.4,0.36,0.0,3.09,35.28,25.57,0.0,84.28,285.83,13.17,0.0,81.78,224.21,0
0,2023/8/2 16:56,正常停机,50,838.86,838.86,47,44,0.86,0,2.94,20.21,0.45,0.0,3.0,31.75,29.68,0.0,84.52,285.38,11.27,0.0,82.78,228.9,0
0,2023/8/2 16:58,正常停机,50,838.86,838.35,47,44,0.88,0,2.95,21.46,0.59,0.0,3.17,31.97,26.26,0.0,84.13,279.56,17.39,0.0,84.86,223.69,0
0,2023/8/2 16:59,正常停机,50,838.86,838.76,47,44,0.76,0,2.99,20.06,0.51,0.0,3.1,32.94,23.15,0.0,84.4,287.7,12.44,0.0,86.11,231.13,0
0,2023/8/2 17:00,正常停机,50,838.86,839.07,47,44,0.66,0,3.0,20.96,0.78,0.0,3.01,34.0,18.32,0.0,82.48,281.29,17.52,0.0,86.57,235.02,0
0,2023/8/2 17:01,正常停机,50,838.86,838.86,47,44,0.48,0,3.06,21.21,0.68,0.0,3.04,33.53,27.65,0.0,82.98,283.35,17.75,0.0,88.26,240.85,0
0,2023/8/2 17:09,正常停机,52,314.57,314.78,47,44,0.44,0,2.89,20.57,0.5,0.0,2.61,35.93,21.92,0.0,58.37,201.81,12.3,0.0,71.69,244.46,0
0,2023/8/2 17:10,正常停机,52,314.57,314.37,47,44,0.54,0,2.99,21.3,0.63,0.0,2.91,33.86,17.93,0.0,58.17,198.2,35.96,0.0,72.69,240.35,0
0,2023/8/2 17:12,正常停机,52,314.57,314.47,47,44,0.83,0,2.89,20.22,0.79,0.0,4.16,37.22,8.47,0.0,59.06,196.23,8.53,0.0,75.71,241.6,0
0,2023/8/2 17:13,正常停机,52,314.57,314.88,47,44,0.98,0,2.93,21.68,0.55,0.0,2.5,33.46,9.09,0.0,57.68,195.8,41.39,0.0,71.14,240.77,0
0,2023/8/2 17:16,正常停机,51,314.57,314.98,47,44,0.3,0,2.84,19.68,0.67,0.0,2.73,32.43,20.95,0.0,57.31,195.46,13.56,0.0,69.8,239.77,0
0,2023/8/2 17:19,正常停机,51,314.57,314.57,47,44,0.72,0,2.83,22.32,1.54,0.0,2.5,33.43,13.26,0.0,56.46,194.37,26.58,0.0,70.7,232.64,0
0,2023/8/2 17:20,正常停机,51,314.57,315.19,47,44,0.76,0,2.8,20.82,0.56,0.0,2.57,31.28,18.2,0.0,57.32,196.47,29.67,0.0,70.46,238.03,0
0,2023/8/2 17:22,正常停机,50,314.57,314.88,47,44,0.4,0,2.92,21.34,0.76,0.0,2.49,32.85,16.55,0.0,56.95,196.77,43.46,0.0,70.83,241.59,0
0,2023/8/2 17:23,正常停机,51,314.57,314.68,46,44,0.92,0,2.94,20.12,0.48,0.0,2.56,29.96,16.22,0.0,56.2,200.65,10.04,0.0,69.82,237.26,0
0,2023/8/2 17:25,正常停机,50,314.57,314.27,46,44,0.65,0,2.84,19.74,0.62,0.0,2.59,30.56,13.77,0.0,56.32,195.06,37.84,0.0,70.6,244.64,0
0,2023/8/2 17:27,正常停机,50,314.57,314.98,46,44,0.85,0,2.89,22.25,0.41,0.0,2.61,33.11,12.78,0.0,57.15,199.0,8.9,0.0,70.83,236.04,0
0,2023/8/2 17:28,正常停机,50,314.57,314.47,46,44,0.87,0,2.87,20.45,0.52,0.0,2.74,29.79,6.87,0.0,55.7,197.49,44.19,0.0,70.62,236.52,0
0,2023/8/2 17:30,正常停机,50,314.57,314.16,46,44,0.38,0,2.89,19.85,0.97,0.0,2.54,34.5,7.09,0.0,56.29,201.59,13.75,0.0,70.81,240.28,0
0,2023/8/2 17:32,正常停机,50,314.57,314.68,46,44,0.57,0,2.94,21.26,0.63,0.0,2.71,32.67,11.31,0.0,57.26,201.14,35.73,0.0,70.71,235.04,0
0,2023/8/2 17:33,正常停机,50,314.57,314.57,46,44,0.5,0,2.95,21.0,0.42,0.0,2.77,33.34,11.42,0.0,57.51,197.22,37.3,0.0,70.64,231.61,0
0,2023/8/2 17:34,正常停机,50,314.57,314.06,46,44,0.77,0,2.88,20.1,0.78,0.0,2.67,33.06,10.59,0.0,56.56,204.6,25.5,0.0,70.5,237.36,0
0,2023/8/2 17:38,正常停机,50,314.57,314.88,46,44,0.57,0,2.87,20.65,0.91,0.0,2.71,30.21,14.88,0.0,56.99,197.11,31.77,0.0,70.52,233.53,0
0,2023/8/2 17:39,正常停机,50,314.57,314.57,46,44,0.81,0,2.89,21.7,0.67,0.0,2.56,28.99,16.15,0.0,57.15,201.67,33.47,0.0,70.05,233.54,1
0,2023/8/2 17:40,正常停机,49,314.57,314.57,46,44,0.86,0,2.88,20.54,0.77,0.0,2.68,31.54,15.27,0.0,58.25,201.76,44.38,0.0,70.68,233.41,0
0,2023/8/2 17:42,正常停机,49,314.57,314.47,46,44,0.77,0,2.91,20.29,0.85,0.0,2.64,33.8,12.29,0.0,57.19,202.3,41.98,0.0,69.7,229.41,0
0,2023/8/2 17:44,正常停机,49,314.57,314.47,46,44,0.6,0,2.87,20.23,0.77,0.0,2.67,29.3,9.34,0.0,57.98,199.45,40.02,0.0,69.77,228.27,0
0,2023/8/2 17:45,正常停机,49,314.57,314.57,46,44,0.45,0,2.88,20.91,0.56,0.0,2.69,32.06,11.46,0.0,57.24,200.08,10.52,0.0,70.95,229.79,1
0,2023/8/2 17:48,正常停机,49,314.57,314.68,46,44,0.43,0,2.89,20.76,0.49,0.0,2.58,34.99,10.63,0.0,57.88,202.81,16.37,0.0,68.71,232.09,1
0,2023/8/2 17:49,正常停机,49,314.57,314.88,46,44,0.74,0,2.87,22.01,0.66,0.0,2.59,36.29,11.57,0.0,57.32,202.29,35.71,0.0,69.78,227.09,0
0,2023/8/2 17:53,正常停机,49,314.57,314.98,46,44,0.67,0,2.87,20.72,0.6,0.0,2.63,36.24,11.46,0.0,58.67,200.53,41.64,0.0,69.83,222.5,0
0,2023/8/2 17:54,正常停机,49,314.57,314.88,46,44,1.09,0,2.91,20.87,0.6,0.0,2.53,30.11,11.28,0.0,57.82,207.5,36.1,0.0,69.76,226.94,0
0,2023/8/2 17:56,正常停机,49,314.57,314.78,46,44,1.01,0,2.93,21.37,0.52,0.0,2.73,34.68,11.27,0.0,58.95,205.5,22.79,0.0,70.32,237.78,0
0,2023/8/2 18:01,故障停机,49,314.57,314.88,46,44,0.73,0,2.99,20.98,0.92,0.0,2.55,34.69,14.17,0.0,58.76,201.9,11.95,0.0,68.94,225.87,0
0,2023/8/2 18:02,故障停机,49,314.57,314.68,46,44,0.65,0,2.97,20.74,0.55,0.0,2.49,32.16,12.33,0.0,57.83,202.04,11.14,0.0,68.97,227.24,0
0,2023/8/2 18:06,正常停机,47,314.57,0.0,46,44,0.0,0,2.77,16.38,0.0,0.0,2.42,14.93,0.0,0.0,4.09,18.27,0.0,0.0,4.12,15.94,0
0,2023/8/2 18:11,正常运行,46,314.57,0.0,46,44,0.0,0,2.72,16.56,0.0,0.0,2.54,15.17,0.0,0.0,4.11,18.15,0.0,0.0,4.05,16.33,0
0,2023/8/2 18:13,正常停机,45,314.57,0.0,46,44,0.0,0,2.74,19.89,0.0,0.0,2.34,25.92,0.0,0.0,4.22,18.33,0.0,0.0,4.18,17.0,0
0,2023/8/2 18:14,正常停机,45,314.57,0.0,46,44,0.0,0,2.7,18.73,0.0,0.0,2.6,30.83,0.0,0.0,4.2,18.75,0.0,0.0,4.25,16.32,0
0,2023/8/2 18:16,正常停机,44,314.57,0.0,46,44,0.0,0,2.74,18.47,0.0,0.0,2.59,32.48,0.0,0.0,4.24,18.19,0.0,0.0,4.17,16.22,0
0,2023/8/2 18:17,正常停机,43,314.57,0.0,46,44,0.0,0,2.68,19.41,0.0,0.0,2.59,34.2,0.0,0.0,4.19,18.16,0.0,0.0,4.19,17.14,0
0,2023/8/2 18:18,正常停机,43,314.57,0.0,46,44,0.0,0,2.72,19.98,0.0,0.0,2.57,36.5,0.0,0.0,4.24,18.92,0.0,0.0,4.27,16.75,0
0,2023/8/2 18:21,正常停机,42,314.57,0.0,46,44,0.0,0,2.67,21.35,0.0,0.0,2.45,33.07,0.0,0.0,4.21,18.39,0.0,0.0,4.2,17.09,0
0,2023/8/2 18:22,正常停机,42,314.57,0.0,46,44,0.0,0,2.65,20.76,0.0,0.0,2.45,33.37,0.0,0.0,4.24,19.07,0.0,0.0,4.18,17.08,0
0,2023/8/2 18:24,正常停机,41,314.57,0.0,46,44,0.0,0,2.64,20.4,0.0,0.0,2.56,32.92,0.0,0.0,4.22,18.96,0.0,0.0,4.18,16.88,0
0,2023/8/2 18:25,正常停机,41,314.57,0.0,46,44,0.0,0,2.64,20.52,0.0,0.0,2.5,36.49,0.0,0.0,4.23,18.44,0.0,0.0,4.21,17.0,0
0,2023/8/2 18:26,正常停机,41,314.57,0.0,46,44,0.0,0,2.75,20.68,0.0,0.0,2.53,34.89,0.0,0.0,4.25,19.22,0.0,0.0,4.23,16.89,0
0,2023/8/2 18:32,正常运行,40,314.57,0.0,46,44,0.0,0,2.76,21.0,0.0,0.0,2.61,34.35,0.0,0.0,4.27,18.82,0.0,0.0,4.18,16.69,0
0,2023/8/2 18:35,正常停机,39,838.86,0.0,46,44,0.0,0,2.7,20.43,0.0,0.0,2.39,35.5,0.0,0.0,4.19,18.83,0.0,0.0,4.2,16.8,0
0,2023/8/2 18:39,正常停机,39,838.86,0.0,46,44,0.0,0,2.69,20.75,0.0,0.0,2.57,30.54,0.0,0.0,4.2,18.44,0.0,0.0,4.15,16.44,0
0,2023/8/2 18:40,正常停机,39,838.86,0.0,46,44,0.0,0,2.71,20.0,0.0,0.0,2.47,39.34,0.0,0.0,4.19,19.33,0.0,0.0,4.23,16.26,0
0,2023/8/2 18:41,正常停机,39,838.86,0.0,46,44,0.0,0,2.68,20.19,0.0,0.0,2.53,34.95,0.0,0.0,4.18,18.85,0.0,0.0,4.18,16.62,0
0,2023/8/2 18:45,正常停机,38,838.86,0.0,46,44,0.0,0,2.71,24.07,0.0,0.0,2.63,35.95,0.0,0.0,4.27,19.02,0.0,0.0,4.16,16.5,0
0,2023/8/2 18:46,正常停机,38,838.86,0.0,46,44,0.0,0,2.79,20.94,0.0,0.0,2.55,36.57,0.0,0.0,4.23,18.8,0.0,0.0,4.19,17.17,1
0,2023/8/2 18:49,正常运行,38,838.86,0.0,46,44,0.0,0,2.71,19.98,0.0,0.0,2.54,35.98,0.0,0.0,4.22,18.6,0.0,0.0,4.21,16.91,0
0,2023/8/2 18:50,正常运行,38,838.86,0.0,46,44,0.0,0,2.79,20.11,0.75,0.0,2.55,32.88,16.27,0.0,87.91,22.35,0.0,0.0,6.26,20.75,1
0,2023/8/2 18:52,正常停机,41,838.86,839.48,46,44,0.55,0,3.02,20.02,0.6,0.0,3.19,36.94,29.65,0.0,88.17,279.1,14.79,0.0,74.17,198.94,0
0,2023/8/2 18:53,正常停机,41,838.86,838.86,46,44,0.69,0,2.98,21.82,0.68,0.0,3.18,37.63,36.39,0.0,88.94,284.92,17.57,0.0,74.7,205.17,0
