id,时间,状态,电机模块电机温度,电机模块速度激活值(RPM),电机速度实际值(RPM),高速轴前轴承轴温,高速轴后轴承轴温,高速轴锁紧器端轴承1#轴承对象值,高速轴锁紧器端轴承1#频域速度有效值,高速轴锁紧器端轴承1#时域加速度有效值,高速轴锁紧器端轴承1#时域加速度峰值,高速轴轴承1#轴承对象值,高速轴轴承1#频域速度有效值,高速轴轴承1#时域加速度有效值,高速轴轴承1#时域加速度峰值,主电机前轴承轴承对象值,主电机前轴承频域速度有效值,主电机前轴承时域加速度有效值,主电机前轴承时域加速度峰值,主电机后轴承轴承对象值,主电机后轴承频域速度有效值,主电机后轴承时域加速度有效值,主电机后轴承时域加速度峰值,y
2,2023/7/24 17:14,正常停机,67,1048.58,1048.27,46,42,0.61,0,3.07,20.52,0.71,0.0,3.59,34.4,26.25,0.0,85.63,284.61,58.12,0.0,132.84,366.46,0
3,2023/7/24 17:15,正常停机,67,1048.58,1047.96,46,42,0.6,0,3.0,19.76,0.46,0.0,3.69,33.07,35.75,0.0,85.29,292.69,41.66,0.0,133.93,372.17,0
2,2023/7/24 17:19,正常停机,65,1048.58,1048.78,46,42,0.6,0,3.01,20.83,1.18,0.0,3.58,34.9,20.99,0.0,86.81,297.38,43.06,0.0,135.46,368.45,0
1,2023/7/24 17:22,正常停机,64,1048.58,1047.86,46,42,0.85,0,3.12,20.36,1.22,0.0,3.61,38.06,41.13,0.0,87.07,298.78,57.03,0.0,139.2,379.47,0
3,2023/7/24 17:24,正常停机,63,1048.58,1048.58,45,42,0.6,0,3.03,20.02,0.98,0.0,3.61,35.07,39.69,0.0,87.51,295.85,50.21,0.0,139.77,388.29,0
3,2023/7/24 17:30,正常停机,62,1048.58,1048.47,45,42,0.58,0,3.14,22.25,0.67,0.0,3.61,40.66,38.1,0.0,89.21,306.82,36.85,0.0,140.6,380.02,0
1,2023/7/24 17:32,正常停机,62,1048.58,1048.78,45,42,0.7,0,3.15,21.56,0.85,0.0,3.76,37.93,44.98,0.0,89.87,307.92,42.31,0.0,136.52,369.89,0
2,2023/7/24 17:33,正常停机,62,1048.58,1048.58,45,42,0.43,0,3.2,21.32,0.92,0.0,3.73,40.4,40.48,0.0,90.54,310.78,36.06,0.0,140.29,382.59,0
2,2023/7/24 17:34,正常停机,62,1048.58,1048.78,45,42,0.65,0,3.06,20.94,1.46,0.0,3.76,39.52,36.86,0.0,89.95,308.78,44.12,0.0,141.21,378.65,0
2,2023/7/24 17:36,正常停机,62,1048.58,1048.17,45,42,0.63,0,3.13,20.58,0.58,0.0,3.6,36.0,32.11,0.0,91.11,309.15,48.48,0.0,140.93,378.76,0
2,2023/7/24 17:38,正常停机,61,1048.58,1048.58,45,42,0.65,0,3.09,20.83,1.22,0.0,3.61,35.21,42.6,0.0,90.05,306.73,44.17,0.0,140.65,381.57,0
3,2023/7/24 17:40,正常停机,60,1048.58,1049.09,45,42,0.74,0,3.01,21.5,1.22,0.0,3.64,41.05,52.04,0.0,90.44,301.45,45.56,0.0,140.97,380.35,0
1,2023/7/24 17:41,正常停机,61,1048.58,1047.96,45,42,0.62,0,3.16,21.32,0.92,0.0,3.65,38.47,36.08,0.0,89.41,303.83,45.42,0.0,140.34,376.26,0
3,2023/7/24 17:42,正常停机,61,1048.58,1047.86,45,42,1.16,0,3.13,20.16,0.9,0.0,3.62,38.71,23.7,0.0,89.7,304.71,55.13,0.0,138.91,383.72,1
3,2023/7/24 17:45,正常停机,61,838.86,838.45,45,42,0.8,0,2.99,21.33,0.78,0.0,3.44,38.71,19.7,0.0,80.06,261.48,19.86,0.0,122.37,333.36,0
1,2023/7/24 17:46,正常停机,61,838.86,838.86,45,42,0.56,0,2.94,21.49,0.55,0.0,3.47,39.5,18.64,0.0,80.35,257.09,18.21,0.0,121.4,333.53,0
2,2023/7/24 17:47,正常停机,61,838.86,838.76,45,42,0.64,0,2.96,20.2,0.72,0.0,3.4,36.09,23.79,0.0,79.68,258.66,20.92,0.0,119.04,329.11,0
1,2023/7/24 17:48,正常停机,61,838.86,838.55,45,42,0.81,0,3.0,20.12,1.14,0.0,3.39,36.68,15.97,0.0,79.67,254.14,16.58,0.0,117.67,325.27,0
2,2023/7/24 17:49,正常停机,61,838.86,838.35,45,42,0.54,0,3.0,20.11,0.87,0.0,3.38,36.54,13.16,0.0,78.75,257.07,20.75,0.0,114.04,315.92,0
2,2023/7/24 17:50,正常停机,60,838.86,838.45,45,42,0.64,0,2.94,19.5,0.6,0.0,3.45,33.39,22.2,0.0,78.39,251.62,11.98,0.0,114.06,320.31,0
1,2023/7/24 17:51,正常停机,60,838.86,838.66,45,42,0.68,0,3.06,20.1,0.57,0.0,3.54,36.43,19.03,0.0,78.75,252.24,14.4,0.0,113.76,314.51,0
3,2023/7/24 17:52,正常停机,60,838.86,839.37,45,42,0.35,0,3.01,20.21,0.75,0.0,3.36,38.83,23.99,0.0,79.04,257.92,13.08,0.0,112.33,321.85,0
3,2023/7/24 17:55,正常停机,60,1048.58,1048.88,45,42,0.78,0,3.04,19.54,1.25,0.0,3.68,37.76,51.43,0.0,88.87,301.55,53.23,0.0,122.65,350.2,0
2,2023/7/24 17:56,正常停机,60,1048.58,1048.88,45,42,0.53,0,3.06,20.77,0.88,0.0,3.69,37.75,39.25,0.0,88.96,293.85,37.86,0.0,123.13,345.92,0
3,2023/7/24 17:57,正常停机,60,1048.58,1048.88,45,42,1.0,0,3.11,20.48,0.88,0.0,3.64,36.32,56.56,0.0,89.01,296.07,39.48,0.0,124.8,351.48,0
3,2023/7/24 17:58,正常停机,59,1048.58,1048.88,45,42,1.18,0,3.07,21.2,0.83,0.0,3.47,37.01,49.71,0.0,89.38,301.19,45.8,0.0,125.87,352.87,0
1,2023/7/24 17:59,正常运行,59,1048.58,1048.17,45,42,0.83,0,3.08,20.09,0.71,0.0,3.67,38.46,35.38,0.0,88.99,299.32,47.54,0.0,127.27,349.85,0
2,2023/7/24 18:00,正常运行,59,1048.58,1048.47,45,42,0.86,0,3.06,20.14,0.61,0.0,3.62,39.45,29.37,0.0,89.79,307.16,57.78,0.0,127.5,348.8,0
3,2023/7/24 18:03,正常停机,59,838.86,839.27,45,42,0.54,0,3.03,20.63,0.67,0.0,3.6,36.68,24.65,0.0,78.87,253.71,19.88,0.0,115.23,320.79,0
3,2023/7/24 18:05,正常停机,60,838.86,838.86,45,42,0.54,0,2.99,21.13,0.97,0.0,3.55,39.05,14.54,0.0,77.43,246.04,23.02,0.0,107.71,306.63,0
3,2023/7/24 18:07,正常停机,59,838.86,838.96,45,42,0.73,0,2.91,20.21,0.82,0.0,3.49,36.16,21.98,0.0,78.04,250.56,12.99,0.0,106.4,305.07,0
1,2023/7/24 18:08,正常停机,59,838.86,838.96,45,42,0.47,0,3.0,20.68,0.94,0.0,3.43,43.83,29.12,0.0,78.29,245.97,21.1,0.0,105.55,298.41,0
1,2023/7/24 18:09,正常停机,59,838.86,838.55,45,42,0.63,0,3.02,20.37,0.55,0.0,3.56,37.83,15.51,0.0,78.33,253.42,17.59,0.0,105.09,296.53,0
2,2023/7/24 18:10,正常停机,59,838.86,838.96,45,42,0.57,0,3.0,21.37,0.67,0.0,3.36,40.05,19.58,0.0,78.33,249.5,13.81,0.0,103.72,296.14,0
2,2023/7/24 18:11,正常停机,59,838.86,839.17,45,42,0.78,0,2.94,20.76,0.46,0.0,3.51,39.53,23.66,0.0,78.25,247.61,18.89,0.0,103.32,296.32,0
3,2023/7/24 18:13,正常停机,59,1048.58,1048.88,45,42,1.04,0,3.07,19.89,0.64,0.0,3.71,37.94,37.97,0.0,86.24,283.62,41.41,0.0,110.97,323.18,1
3,2023/7/24 18:14,正常停机,58,1048.58,1048.58,45,42,0.7,0,3.06,19.6,1.05,0.0,3.67,37.6,40.63,0.0,87.12,286.71,40.34,0.0,113.75,338.19,0
3,2023/7/24 18:15,正常停机,59,1048.58,1048.88,45,42,0.81,0,3.05,21.16,1.04,0.0,3.63,37.56,34.98,0.0,87.09,295.04,46.29,0.0,116.93,343.49,0
2,2023/7/24 18:16,正常停机,58,1048.58,1048.37,45,42,0.54,0,3.06,20.69,0.69,0.0,3.71,34.99,50.82,0.0,86.53,294.46,42.18,0.0,115.81,338.05,0
2,2023/7/24 18:20,正常停机,60,1048.58,0.0,45,42,0.0,0,2.65,16.72,0.0,0.0,3.0,15.61,0.0,0.0,4.08,18.82,0.0,0.0,4.12,16.83,0
3,2023/7/24 18:21,正常停机,59,1048.58,0.0,45,42,0.0,0,2.75,16.63,0.0,0.0,2.95,14.69,0.0,0.0,4.09,18.29,0.0,0.0,4.17,16.15,0
1,2023/7/24 18:23,正常停机,58,1048.58,0.0,46,42,0.0,0,2.7,16.45,0.0,0.0,2.85,14.89,0.0,0.0,4.08,17.65,0.0,0.0,4.12,16.23,0
2,2023/7/24 18:26,正常停机,56,1048.58,0.0,46,42,0.0,0,2.71,16.59,0.0,0.0,3.09,15.22,0.0,0.0,4.06,18.88,0.0,0.0,4.08,16.66,0
2,2023/7/24 18:29,正常停机,55,1048.58,0.0,46,42,0.0,0,2.68,16.88,0.0,0.0,3.02,14.78,0.0,0.0,4.11,18.46,0.0,0.0,4.12,16.86,0
1,2023/7/24 18:31,正常停机,54,1048.58,0.0,46,42,0.0,0,2.71,16.38,0.0,0.0,3.07,14.75,0.0,0.0,4.1,18.08,0.0,0.0,4.05,16.88,0
2,2023/7/24 18:32,正常停机,54,1048.58,0.0,46,42,0.0,0,2.66,16.99,0.0,0.0,3.02,15.02,0.0,0.0,4.1,17.93,0.0,0.0,4.14,16.53,0
2,2023/7/24 18:37,正常停机,53,1048.58,0.0,46,42,0.0,0,2.71,16.14,0.0,0.0,2.97,14.41,0.0,0.0,4.09,18.6,0.0,0.0,4.04,16.59,0
3,2023/7/24 18:44,正常停机,52,1048.58,0.0,46,42,0.0,0,2.68,16.43,0.0,0.0,2.65,15.2,0.0,0.0,4.05,18.04,0.0,0.0,4.13,15.77,0
1,2023/7/24 18:45,正常停机,52,1048.58,0.0,46,42,0.0,0,2.65,16.49,0.0,0.0,3.02,15.13,0.0,0.0,4.08,18.14,0.0,0.0,4.14,17.29,0
2,2023/7/24 18:46,正常停机,51,1048.58,0.0,46,42,0.0,0,2.78,16.92,0.0,0.0,2.99,14.87,0.0,0.0,4.04,17.04,0.0,0.0,4.04,16.71,0
3,2023/7/24 18:49,正常停机,51,1048.58,0.0,46,42,0.0,0,2.7,16.66,0.0,0.0,2.84,15.18,0.0,0.0,4.08,17.51,0.0,0.0,4.11,17.25,0
1,2023/7/24 18:50,正常停机,51,1048.58,0.0,46,42,0.0,0,2.71,17.05,0.0,0.0,2.83,14.76,0.0,0.0,4.08,18.35,0.0,0.0,4.04,17.49,0
2,2023/7/24 18:52,正常停机,51,1048.58,0.0,46,42,0.0,0,2.68,16.58,0.0,0.0,2.96,15.07,0.0,0.0,4.11,18.33,0.0,0.0,4.05,16.48,0
3,2023/7/24 18:53,正常停机,51,1048.58,0.0,46,42,0.0,0,2.71,16.27,0.0,0.0,2.84,14.74,0.0,0.0,4.09,17.97,0.0,0.0,4.1,17.26,0
1,2023/7/24 18:54,正常停机,51,1048.58,0.0,46,42,0.0,0,2.72,16.34,0.0,0.0,2.98,14.56,0.0,0.0,4.1,17.97,0.0,0.0,4.02,16.96,0
1,2023/7/24 18:56,正常停机,51,1048.58,0.0,46,42,0.0,0,2.64,16.59,0.0,0.0,2.97,14.78,0.0,0.0,4.08,18.2,0.0,0.0,4.04,16.53,0
2,2023/7/24 18:58,正常停机,50,1048.58,0.0,46,42,0.0,0,2.72,16.88,0.0,0.0,2.98,14.93,0.0,0.0,4.09,18.06,0.0,0.0,4.12,16.56,0
1,2023/7/24 19:01,正常停机,50,1048.58,0.0,46,42,0.0,0,2.67,16.94,0.0,0.0,2.79,15.04,0.0,0.0,4.07,17.74,0.0,0.0,4.09,16.87,0
1,2023/7/24 19:03,正常停机,50,1048.58,0.0,46,42,0.0,0,2.59,16.74,0.0,0.0,3.0,14.23,0.0,0.0,4.04,18.23,0.0,0.0,4.1,16.49,1
2,2023/7/24 19:04,正常停机,50,1048.58,0.0,46,42,0.0,0,2.62,16.15,0.0,0.0,2.99,14.94,0.0,0.0,4.07,17.63,0.0,0.0,4.01,16.72,1
1,2023/7/24 19:07,正常停机,50,1048.58,0.0,46,42,0.0,0,2.72,16.95,0.0,0.0,2.99,14.46,0.0,0.0,4.04,17.78,0.0,0.0,4.07,16.84,0
1,2023/7/24 19:08,正常停机,50,1048.58,0.0,46,42,0.0,0,2.66,16.33,0.0,0.0,2.82,14.35,0.0,0.0,4.1,17.87,0.0,0.0,4.09,16.54,1
3,2023/7/24 19:09,正常停机,50,1048.58,0.0,46,42,0.0,0,2.63,16.56,0.0,0.0,2.99,14.97,0.0,0.0,4.08,17.91,0.0,0.0,4.07,16.93,0
2,2023/7/24 19:10,正常停机,50,1048.58,0.0,46,42,0.0,0,2.71,16.56,0.0,0.0,2.92,14.94,0.0,0.0,4.09,17.54,0.0,0.0,4.03,16.79,0
2,2023/7/24 19:11,正常停机,50,1048.58,0.0,46,42,0.0,0,2.64,16.04,0.0,0.0,3.03,14.32,0.0,0.0,4.09,18.7,0.0,0.0,4.1,17.21,0
1,2023/7/24 19:13,正常停机,50,1048.58,0.0,46,42,0.0,0,2.65,16.1,0.0,0.0,2.84,14.81,0.0,0.0,4.08,17.95,0.0,0.0,4.08,16.84,0
2,2023/7/24 19:14,正常停机,50,1048.58,0.0,46,42,0.0,0,2.61,16.17,0.0,0.0,2.83,14.2,0.0,0.0,4.06,17.6,0.0,0.0,4.09,16.46,1
1,2023/7/24 19:15,正常停机,50,1048.58,0.0,45,42,0.0,0,2.65,16.4,0.0,0.0,2.9,15.07,0.0,0.0,4.1,18.47,0.0,0.0,4.07,16.54,0
3,2023/7/24 19:16,正常停机,49,1048.58,0.0,45,42,0.0,0,2.68,16.66,0.0,0.0,3.02,14.32,0.0,0.0,4.1,18.01,0.0,0.0,4.09,16.99,0
3,2023/7/24 19:17,正常停机,49,1048.58,0.0,45,42,0.0,0,2.71,16.58,0.0,0.0,2.78,14.65,0.0,0.0,4.06,18.34,0.0,0.0,4.03,16.7,0
2,2023/7/24 19:19,正常停机,49,1048.58,0.0,45,42,0.0,0,2.68,16.77,0.0,0.0,2.92,14.43,0.0,0.0,4.07,17.58,0.0,0.0,4.05,16.6,0
2,2023/7/24 19:20,正常停机,49,1048.58,0.0,45,42,0.0,0,2.71,16.37,0.0,0.0,2.79,14.06,0.0,0.0,4.1,17.92,0.0,0.0,4.11,16.19,0
3,2023/7/24 19:21,正常停机,49,1048.58,0.0,45,42,0.0,0,2.64,16.65,0.0,0.0,2.93,14.51,0.0,0.0,4.05,17.74,0.0,0.0,4.09,16.15,0
1,2023/7/24 19:22,正常停机,49,1048.58,0.0,45,42,0.0,0,2.76,16.62,0.0,0.0,3.03,14.15,0.0,0.0,4.12,18.02,0.0,0.0,4.07,17.13,0
3,2023/7/24 19:23,正常停机,49,1048.58,0.0,45,42,0.0,0,2.72,15.67,0.0,0.0,2.84,14.72,0.0,0.0,4.07,17.67,0.0,0.0,4.09,16.95,0
2,2023/7/24 19:25,正常停机,49,1048.58,0.0,45,42,0.0,0,2.68,16.37,0.0,0.0,2.85,14.99,0.0,0.0,4.04,17.76,0.0,0.0,4.04,16.65,0
2,2023/7/24 19:27,正常停机,49,1048.58,0.0,45,42,0.0,0,2.71,16.23,0.0,0.0,2.94,14.46,0.0,0.0,4.02,17.72,0.0,0.0,4.07,16.55,0
1,2023/7/24 19:31,正常停机,49,1048.58,0.0,45,41,0.0,0,2.67,16.74,0.0,0.0,2.87,15.07,0.0,0.0,4.06,18.1,0.0,0.0,4.1,16.47,0
2,2023/7/24 19:32,正常停机,49,1048.58,0.0,45,41,0.0,0,2.72,16.81,0.0,0.0,2.92,14.75,0.0,0.0,4.1,18.35,0.0,0.0,4.07,16.21,0
3,2023/7/24 19:33,正常停机,49,1048.58,0.0,45,41,0.0,0,2.68,16.3,0.0,0.0,2.79,14.85,0.0,0.0,4.06,18.88,0.0,0.0,4.1,16.66,0
1,2023/7/24 19:35,正常停机,49,1048.58,0.0,45,41,0.0,0,2.69,16.29,0.0,0.0,3.02,14.99,0.0,0.0,4.05,17.94,0.0,0.0,4.11,16.53,0
3,2023/7/24 19:36,正常停机,49,1048.58,0.0,45,41,0.0,0,2.67,16.92,0.0,0.0,3.01,14.66,0.0,0.0,4.03,17.68,0.0,0.0,4.1,16.64,0
2,2023/7/24 19:37,正常停机,49,1048.58,0.0,45,41,0.0,0,2.66,16.88,0.0,0.0,2.82,14.67,0.0,0.0,4.08,18.22,0.0,0.0,4.1,16.1,0
2,2023/7/24 19:38,正常停机,49,1048.58,0.0,45,41,0.0,0,2.71,17.05,0.0,0.0,3.0,14.8,0.0,0.0,4.04,17.37,0.0,0.0,4.11,16.68,0
1,2023/7/24 19:39,正常停机,49,1048.58,0.0,45,41,0.0,0,2.72,16.46,0.0,0.0,2.9,14.81,0.0,0.0,4.04,17.73,0.0,0.0,4.07,16.74,0
3,2023/7/24 19:40,正常停机,49,1048.58,0.0,45,41,0.0,0,2.72,16.35,0.0,0.0,2.96,14.26,0.0,0.0,4.1,18.52,0.0,0.0,4.07,15.93,0
3,2023/7/24 19:41,正常停机,49,1048.58,0.0,45,41,0.0,0,2.66,17.01,0.0,0.0,2.87,14.11,0.0,0.0,4.06,18.31,0.0,0.0,4.03,16.18,1
2,2023/7/24 19:44,正常停机,49,1048.58,0.0,45,41,0.0,0,2.62,16.46,0.0,0.0,2.82,14.61,0.0,0.0,4.11,17.55,0.0,0.0,4.18,16.28,0
2,2023/7/24 19:47,正常停机,49,1048.58,0.0,45,41,0.0,0,2.65,16.6,0.0,0.0,2.98,14.52,0.0,0.0,4.14,17.93,0.0,0.0,4.11,16.76,0
3,2023/7/24 19:48,正常停机,48,1048.58,0.0,45,41,0.0,0,2.69,16.21,0.0,0.0,3.06,15.2,0.0,0.0,4.11,17.93,0.0,0.0,4.07,16.57,0
2,2023/7/24 19:49,正常停机,48,1048.58,0.0,45,41,0.0,0,2.62,16.46,0.0,0.0,2.96,14.5,0.0,0.0,4.05,18.68,0.0,0.0,4.11,16.67,0
1,2023/7/24 19:50,正常停机,48,1048.58,0.0,45,41,0.0,0,2.73,16.64,0.0,0.0,3.0,14.81,0.0,0.0,4.08,17.98,0.0,0.0,4.06,16.46,1
1,2023/7/24 19:52,正常停机,48,1048.58,0.0,45,41,0.0,0,2.71,16.28,0.0,0.0,3.06,14.99,0.0,0.0,4.13,17.84,0.0,0.0,4.08,16.56,0
2,2023/7/24 19:53,正常停机,48,1048.58,0.0,45,41,0.0,0,2.69,16.49,0.0,0.0,2.9,14.87,0.0,0.0,4.09,18.52,0.0,0.0,4.09,16.24,0
2,2023/7/24 19:54,正常停机,48,1048.58,0.0,45,41,0.0,0,2.69,16.32,0.0,0.0,2.8,15.11,0.0,0.0,4.07,18.51,0.0,0.0,4.06,16.4,1
2,2023/7/24 19:56,正常停机,48,1048.58,0.0,45,41,0.0,0,2.68,16.06,0.0,0.0,2.83,14.98,0.0,0.0,4.04,17.83,0.0,0.0,4.07,16.05,0
3,2023/7/24 19:57,正常停机,48,1048.58,0.0,45,41,0.0,0,2.68,16.39,0.0,0.0,3.09,15.12,0.0,0.0,4.13,17.9,0.0,0.0,4.03,16.82,0
1,2023/7/24 19:59,正常停机,48,1048.58,0.0,45,41,0.0,0,2.63,15.87,0.0,0.0,2.91,14.77,0.0,0.0,4.03,17.73,0.0,0.0,4.1,16.54,0
3,2023/7/24 20:01,正常停机,48,1048.58,0.0,45,41,0.0,0,2.68,16.38,0.0,0.0,2.87,14.69,0.0,0.0,4.06,17.98,0.0,0.0,4.05,17.1,0
2,2023/7/24 20:02,正常停机,48,1048.58,0.0,45,41,0.0,0,2.67,15.94,0.0,0.0,2.94,14.87,0.0,0.0,4.06,17.62,0.0,0.0,4.1,16.74,0
2,2023/7/24 20:03,正常停机,48,1048.58,0.0,45,41,0.0,0,2.68,16.54,0.0,0.0,2.92,15.14,0.0,0.0,4.09,17.8,0.0,0.0,4.05,16.67,0
2,2023/7/24 20:08,正常停机,48,1048.58,0.0,45,41,0.0,0,2.66,16.67,0.0,0.0,3.0,15.5,0.0,0.0,4.08,18.34,0.0,0.0,4.1,17.03,0
1,2023/7/24 20:10,正常停机,48,1048.58,0.0,45,41,0.0,0,2.64,16.47,0.0,0.0,2.95,14.27,0.0,0.0,4.09,18.37,0.0,0.0,4.09,16.67,0
2,2023/7/24 20:11,正常停机,48,1048.58,0.0,45,41,0.0,0,2.67,16.28,0.0,0.0,2.88,14.26,0.0,0.0,4.12,17.97,0.0,0.0,4.08,16.03,0
3,2023/7/24 20:13,正常停机,48,1048.58,0.0,45,41,0.0,0,2.67,16.32,0.0,0.0,2.94,15.54,0.0,0.0,4.11,17.67,0.0,0.0,4.08,17.13,0
1,2023/7/24 20:15,正常停机,48,1048.58,0.0,45,41,0.0,0,2.74,16.53,0.0,0.0,2.96,14.73,0.0,0.0,4.03,18.37,0.0,0.0,4.02,17.03,0
2,2023/7/24 20:17,正常停机,48,1048.58,0.0,45,41,0.0,0,2.72,16.61,0.0,0.0,2.93,14.93,0.0,0.0,4.04,17.33,0.0,0.0,4.13,16.51,0
2,2023/7/24 20:18,正常停机,48,1048.58,0.0,45,41,0.0,0,2.71,16.68,0.0,0.0,2.99,14.62,0.0,0.0,4.16,18.0,0.0,0.0,4.1,16.95,0
1,2023/7/24 20:20,正常停机,48,1048.58,0.0,45,41,0.0,0,2.75,16.79,0.0,0.0,2.91,14.4,0.0,0.0,4.08,17.45,0.0,0.0,4.07,17.19,0
3,2023/7/24 20:21,正常停机,48,1048.58,0.0,45,41,0.0,0,2.73,16.3,0.0,0.0,3.04,14.39,0.0,0.0,4.04,18.02,0.0,0.0,4.12,16.86,0
3,2023/7/24 20:22,正常停机,48,1048.58,0.0,45,41,0.0,0,2.73,16.95,0.0,0.0,2.94,15.03,0.0,0.0,4.03,18.08,0.0,0.0,4.05,16.37,0
2,2023/7/24 20:23,正常停机,48,1048.58,0.0,45,41,0.0,0,2.75,16.67,0.0,0.0,2.93,14.28,0.0,0.0,4.07,17.86,0.0,0.0,4.04,16.53,0
1,2023/7/24 20:24,正常停机,47,1048.58,0.0,45,41,0.0,0,2.7,16.51,0.0,0.0,3.01,15.09,0.0,0.0,4.07,17.65,0.0,0.0,4.08,16.42,0
2,2023/7/24 20:25,正常停机,47,1048.58,0.0,45,41,0.0,0,2.73,16.73,0.0,0.0,2.92,14.07,0.0,0.0,3.99,18.35,0.0,0.0,4.1,16.53,0
1,2023/7/24 20:26,正常停机,47,1048.58,0.0,45,41,0.0,0,2.63,15.98,0.0,0.0,2.98,14.42,0.0,0.0,4.09,18.27,0.0,0.0,4.04,16.8,0
3,2023/7/24 20:28,正常停机,47,1048.58,0.0,45,41,0.0,0,2.63,16.12,0.0,0.0,2.88,14.35,0.0,0.0,4.05,17.84,0.0,0.0,4.04,16.25,0
2,2023/7/24 20:30,正常停机,47,1048.58,0.0,45,41,0.0,0,2.78,16.34,0.0,0.0,2.98,14.31,0.0,0.0,4.04,18.34,0.0,0.0,4.04,16.41,0
3,2023/7/24 20:31,正常停机,47,1048.58,0.0,45,41,0.0,0,2.7,16.01,0.0,0.0,2.98,14.95,0.0,0.0,4.08,18.79,0.0,0.0,4.12,16.38,0
1,2023/7/24 20:32,正常停机,47,1048.58,0.0,45,41,0.0,0,2.73,16.51,0.0,0.0,2.96,14.47,0.0,0.0,4.08,17.42,0.0,0.0,4.12,16.81,0
1,2023/7/24 20:33,正常停机,47,1048.58,0.0,45,41,0.0,0,2.72,17.01,0.0,0.0,2.95,15.07,0.0,0.0,4.15,17.97,0.0,0.0,4.06,16.44,1
2,2023/7/24 20:34,正常停机,47,1048.58,0.0,45,41,0.0,0,2.66,16.67,0.0,0.0,2.93,14.92,0.0,0.0,4.09,17.82,0.0,0.0,4.09,16.25,0
1,2023/7/24 20:36,正常停机,47,1048.58,0.0,45,41,0.0,0,2.64,16.65,0.0,0.0,2.9,14.62,0.0,0.0,4.05,18.09,0.0,0.0,4.12,16.78,0
1,2023/7/24 20:37,正常停机,47,1048.58,0.0,45,41,0.0,0,2.75,16.64,0.0,0.0,2.92,15.01,0.0,0.0,4.04,17.67,0.0,0.0,4.05,16.88,0
3,2023/7/24 20:42,正常停机,47,1048.58,0.0,45,41,0.0,0,2.69,16.71,0.0,0.0,3.05,14.83,0.0,0.0,4.01,18.08,0.0,0.0,4.14,16.49,0
3,2023/7/24 20:43,正常停机,47,1048.58,0.0,45,41,0.0,0,2.71,16.7,0.0,0.0,2.92,14.04,0.0,0.0,3.99,17.94,0.0,0.0,4.09,16.92,0
1,2023/7/24 20:46,正常停机,47,1048.58,0.0,45,41,0.0,0,2.73,17.12,0.0,0.0,2.8,15.12,0.0,0.0,4.05,18.05,0.0,0.0,4.1,16.67,0
1,2023/7/24 20:48,正常停机,47,1048.58,0.0,45,41,0.0,0,2.65,16.8,0.0,0.0,2.79,14.32,0.0,0.0,4.09,17.55,0.0,0.0,4.1,16.39,0
1,2023/7/24 20:54,正常停机,47,1048.58,0.0,45,41,0.0,0,2.75,16.89,0.0,0.0,3.0,14.52,0.0,0.0,4.09,17.66,0.0,0.0,4.08,17.03,0
2,2023/7/24 20:55,正常停机,47,1048.58,0.0,45,41,0.0,0,2.77,15.78,0.0,0.0,2.92,14.15,0.0,0.0,4.11,17.46,0.0,0.0,4.07,16.89,0
1,2023/7/24 20:57,正常停机,47,1048.58,0.0,45,41,0.0,0,2.68,16.08,0.0,0.0,2.95,14.1,0.0,0.0,4.1,18.1,0.0,0.0,4.06,16.74,0
1,2023/7/24 20:59,正常停机,47,1048.58,0.0,45,41,0.0,0,2.69,17.09,0.0,0.0,2.98,15.16,0.0,0.0,4.13,18.23,0.0,0.0,4.08,16.3,0
3,2023/7/24 21:03,正常停机,47,1048.58,0.0,45,41,0.0,0,2.65,16.27,0.0,0.0,2.98,14.92,0.0,0.0,4.03,18.61,0.0,0.0,4.05,16.36,1
3,2023/7/24 21:04,正常停机,47,1048.58,0.0,45,41,0.0,0,2.65,16.07,0.0,0.0,2.99,14.44,0.0,0.0,4.08,18.23,0.0,0.0,4.08,16.6,0
2,2023/7/24 21:05,正常停机,46,1048.58,0.0,44,41,0.0,0,2.72,16.85,0.0,0.0,2.95,14.69,0.0,0.0,4.11,18.62,0.0,0.0,4.05,16.57,0
1,2023/7/24 21:06,正常停机,46,1048.58,0.0,44,41,0.0,0,2.65,16.36,0.0,0.0,3.03,14.24,0.0,0.0,4.07,18.17,0.0,0.0,4.06,16.57,0
2,2023/7/24 21:10,正常停机,46,1048.58,0.0,44,41,0.0,0,2.75,16.15,0.0,0.0,3.06,14.22,0.0,0.0,4.07,17.91,0.0,0.0,4.06,17.13,0
1,2023/7/24 21:15,正常停机,46,1048.58,0.0,44,41,0.0,0,2.73,16.97,0.0,0.0,3.01,14.58,0.0,0.0,4.08,18.91,0.0,0.0,4.1,16.04,0
1,2023/7/24 21:16,正常停机,46,1048.58,0.0,44,41,0.0,0,2.8,16.58,0.0,0.0,2.95,14.9,0.0,0.0,4.03,17.66,0.0,0.0,4.07,16.7,0
2,2023/7/24 21:17,正常停机,46,1048.58,0.0,44,41,0.0,0,2.71,15.99,0.0,0.0,3.03,14.57,0.0,0.0,4.1,18.71,0.0,0.0,4.1,16.09,0
1,2023/7/24 21:18,正常停机,46,1048.58,0.0,44,41,0.0,0,2.72,16.97,0.0,0.0,3.07,14.61,0.0,0.0,4.05,18.18,0.0,0.0,4.05,16.15,1
