id,时间,状态,电机模块电机温度,电机模块速度激活值(RPM),电机速度实际值(RPM),高速轴前轴承轴温,高速轴后轴承轴温,高速轴锁紧器端轴承1#轴承对象值,高速轴锁紧器端轴承1#频域速度有效值,高速轴锁紧器端轴承1#时域加速度有效值,高速轴锁紧器端轴承1#时域加速度峰值,高速轴轴承1#轴承对象值,高速轴轴承1#频域速度有效值,高速轴轴承1#时域加速度有效值,高速轴轴承1#时域加速度峰值,主电机前轴承轴承对象值,主电机前轴承频域速度有效值,主电机前轴承时域加速度有效值,主电机前轴承时域加速度峰值,主电机后轴承轴承对象值,主电机后轴承频域速度有效值,主电机后轴承时域加速度有效值,主电机后轴承时域加速度峰值,y
3,2023/7/24 0:01,正常停机,38,1258.29,0.0,38,37,0.0,0,2.86,16.24,0.0,0.0,3.16,16.95,0.0,0.0,4.14,18.61,0.0,0.0,4.06,16.4,0
3,2023/7/24 0:02,正常停机,38,1258.29,0.0,38,37,0.0,0,2.78,16.15,0.0,0.0,3.05,17.24,0.0,0.0,4.18,18.31,0.0,0.0,4.06,15.93,0
2,2023/7/24 0:03,正常停机,38,1258.29,0.0,38,37,0.0,0,2.85,16.36,0.0,0.0,3.02,16.88,0.0,0.0,4.12,18.62,0.0,0.0,4.14,16.54,0
3,2023/7/24 0:04,正常停机,38,1258.29,0.0,38,37,0.0,0,2.71,16.48,0.0,0.0,3.02,17.46,0.0,0.0,4.12,19.38,0.0,0.0,4.06,16.02,0
2,2023/7/24 0:07,正常停机,38,1258.29,0.0,38,37,0.0,0,2.8,16.12,0.0,0.0,3.11,17.25,0.0,0.0,4.08,18.98,0.0,0.0,4.06,16.02,0
3,2023/7/24 0:08,正常停机,38,1258.29,0.0,38,37,0.0,0,2.73,17.07,0.0,0.0,3.05,17.43,0.0,0.0,4.13,18.65,0.0,0.0,4.08,16.19,0
3,2023/7/24 0:09,正常停机,38,1258.29,0.0,38,37,0.0,0,2.71,16.5,0.0,0.0,3.21,17.52,0.0,0.0,4.09,18.49,0.0,0.0,4.19,16.22,0
1,2023/7/24 0:10,正常停机,38,1258.29,0.0,38,37,0.0,0,2.83,15.96,0.0,0.0,3.05,17.57,0.0,0.0,4.15,18.19,0.0,0.0,4.16,16.24,0
1,2023/7/24 0:11,正常停机,38,1258.29,0.0,38,37,0.0,0,2.86,16.23,0.0,0.0,3.08,17.04,0.0,0.0,4.11,19.27,0.0,0.0,4.14,16.33,1
3,2023/7/24 0:13,正常停机,38,1258.29,0.0,38,37,0.0,0,2.85,17.03,0.0,0.0,3.12,16.99,0.0,0.0,4.09,19.3,0.0,0.0,4.07,16.29,0
2,2023/7/24 0:14,正常停机,38,1258.29,0.0,38,37,0.0,0,2.82,16.85,0.0,0.0,3.12,17.8,0.0,0.0,4.14,18.29,0.0,0.0,4.03,16.4,0
1,2023/7/24 0:15,正常停机,38,1258.29,0.0,38,37,0.0,0,2.86,16.55,0.0,0.0,3.11,17.16,0.0,0.0,4.13,18.47,0.0,0.0,4.08,16.55,0
1,2023/7/24 0:16,正常停机,38,1258.29,0.0,38,37,0.0,0,2.82,16.73,0.0,0.0,3.16,17.51,0.0,0.0,4.17,18.76,0.0,0.0,4.06,16.37,0
2,2023/7/24 0:17,正常停机,38,1258.29,0.0,38,37,0.0,0,2.83,16.59,0.0,0.0,3.16,17.04,0.0,0.0,4.16,18.97,0.0,0.0,4.05,17.03,0
3,2023/7/24 0:19,正常停机,38,1258.29,0.0,38,37,0.0,0,2.88,17.01,0.0,0.0,3.2,17.88,0.0,0.0,4.12,18.61,0.0,0.0,4.03,16.88,0
2,2023/7/24 0:22,正常停机,38,1258.29,0.0,38,37,0.0,0,2.78,16.81,0.0,0.0,3.13,17.12,0.0,0.0,4.17,18.29,0.0,0.0,4.03,16.53,0
2,2023/7/24 0:23,正常停机,38,1258.29,0.0,38,37,0.0,0,2.84,16.54,0.0,0.0,3.18,17.45,0.0,0.0,4.14,18.15,0.0,0.0,4.08,15.62,0
3,2023/7/24 0:24,正常停机,38,1258.29,0.0,38,37,0.0,0,2.82,16.91,0.0,0.0,3.18,17.19,0.0,0.0,4.14,19.13,0.0,0.0,4.05,15.98,0
2,2023/7/24 0:25,正常停机,38,1258.29,0.0,38,37,0.0,0,2.86,17.08,0.0,0.0,3.15,16.67,0.0,0.0,4.14,18.03,0.0,0.0,4.06,17.22,0
2,2023/7/24 0:26,正常停机,38,1258.29,0.0,38,37,0.0,0,2.88,16.29,0.0,0.0,3.1,17.59,0.0,0.0,4.13,18.59,0.0,0.0,4.08,15.94,1
1,2023/7/24 0:27,正常停机,37,1258.29,0.0,38,37,0.0,0,2.83,16.78,0.0,0.0,3.1,17.55,0.0,0.0,4.19,18.2,0.0,0.0,4.14,16.57,0
1,2023/7/24 0:28,正常停机,37,1258.29,0.0,38,37,0.0,0,2.85,16.08,0.0,0.0,3.12,17.61,0.0,0.0,4.12,19.18,0.0,0.0,4.06,15.76,0
3,2023/7/24 0:29,正常停机,38,1258.29,0.0,38,37,0.0,0,2.86,16.68,0.0,0.0,3.14,17.04,0.0,0.0,4.13,18.83,0.0,0.0,4.12,16.19,0
3,2023/7/24 0:30,正常停机,37,1258.29,0.0,38,37,0.0,0,2.81,16.29,0.0,0.0,3.05,16.99,0.0,0.0,4.18,18.94,0.0,0.0,4.05,16.08,0
3,2023/7/24 0:32,正常停机,37,1258.29,0.0,38,37,0.0,0,2.74,16.49,0.0,0.0,3.2,17.44,0.0,0.0,4.15,18.67,0.0,0.0,4.06,16.37,0
3,2023/7/24 0:33,正常停机,37,1258.29,0.0,38,37,0.0,0,2.88,17.27,0.0,0.0,3.25,16.99,0.0,0.0,4.2,19.18,0.0,0.0,4.05,16.58,0
1,2023/7/24 0:34,正常停机,37,1258.29,0.0,38,37,0.0,0,2.82,16.75,0.0,0.0,3.09,17.7,0.0,0.0,4.2,18.9,0.0,0.0,4.11,16.39,0
2,2023/7/24 0:35,正常停机,37,1258.29,0.0,38,37,0.0,0,2.85,16.79,0.0,0.0,3.16,17.62,0.0,0.0,4.17,18.65,0.0,0.0,4.15,16.15,0
3,2023/7/24 0:38,正常停机,37,1258.29,0.0,38,37,0.0,0,2.84,16.61,0.0,0.0,3.15,17.91,0.0,0.0,4.15,19.32,0.0,0.0,4.15,15.84,0
1,2023/7/24 0:43,正常停机,37,1258.29,0.0,38,37,0.0,0,2.8,16.22,0.0,0.0,3.12,17.05,0.0,0.0,4.14,19.14,0.0,0.0,4.09,16.07,0
3,2023/7/24 0:46,正常停机,37,1258.29,0.0,38,37,0.0,0,2.84,16.31,0.0,0.0,3.16,17.48,0.0,0.0,4.14,19.03,0.0,0.0,4.1,16.5,0
2,2023/7/24 0:47,正常停机,37,1258.29,0.0,38,37,0.0,0,2.76,16.54,0.0,0.0,3.12,17.13,0.0,0.0,4.23,19.02,0.0,0.0,4.08,16.27,0
3,2023/7/24 0:48,正常停机,37,1258.29,0.0,38,37,0.0,0,2.84,16.49,0.0,0.0,3.26,16.87,0.0,0.0,4.16,18.63,0.0,0.0,4.08,16.6,0
3,2023/7/24 0:49,正常停机,37,1258.29,0.0,38,37,0.0,0,2.87,16.19,0.0,0.0,3.15,17.53,0.0,0.0,4.17,18.78,0.0,0.0,4.1,17.15,0
2,2023/7/24 0:51,正常停机,37,1258.29,0.0,38,37,0.0,0,2.82,16.77,0.0,0.0,3.08,16.89,0.0,0.0,4.17,19.19,0.0,0.0,4.08,16.76,0
2,2023/7/24 0:52,正常停机,37,1258.29,0.0,38,37,0.0,0,2.81,16.94,0.0,0.0,3.13,17.75,0.0,0.0,4.17,18.63,0.0,0.0,4.1,16.63,0
2,2023/7/24 0:53,正常停机,37,1258.29,0.0,38,37,0.0,0,2.82,16.73,0.0,0.0,3.2,18.11,0.0,0.0,4.16,19.37,0.0,0.0,4.05,16.18,0
1,2023/7/24 0:57,正常停机,37,1258.29,0.0,38,37,0.0,0,2.84,16.8,0.0,0.0,3.05,17.98,0.0,0.0,4.2,19.03,0.0,0.0,4.08,16.28,0
2,2023/7/24 0:58,正常停机,37,1258.29,0.0,38,37,0.0,0,2.84,16.81,0.0,0.0,3.1,17.8,0.0,0.0,4.19,18.73,0.0,0.0,4.06,16.2,0
3,2023/7/24 0:59,正常停机,37,1258.29,0.0,38,37,0.0,0,2.87,16.31,0.0,0.0,3.19,17.22,0.0,0.0,4.14,18.73,0.0,0.0,4.06,16.12,0
2,2023/7/24 1:00,正常停机,37,1258.29,0.0,38,37,0.0,0,2.78,16.46,0.0,0.0,3.16,17.67,0.0,0.0,4.17,18.85,0.0,0.0,4.09,16.25,0
2,2023/7/24 1:01,正常停机,37,1258.29,0.0,38,37,0.0,0,2.77,16.37,0.0,0.0,3.1,17.3,0.0,0.0,4.15,19.16,0.0,0.0,4.03,16.49,0
1,2023/7/24 1:03,正常停机,37,1258.29,0.0,38,37,0.0,0,2.82,16.67,0.0,0.0,3.12,17.6,0.0,0.0,4.12,18.4,0.0,0.0,4.05,16.55,0
3,2023/7/24 1:04,正常停机,37,1258.29,0.0,38,37,0.0,0,2.79,16.33,0.0,0.0,3.21,17.7,0.0,0.0,4.13,18.63,0.0,0.0,4.08,16.39,0
3,2023/7/24 1:06,正常停机,37,1258.29,0.0,38,37,0.0,0,2.85,16.9,0.0,0.0,3.05,17.08,0.0,0.0,4.15,18.25,0.0,0.0,4.06,16.53,0
3,2023/7/24 1:07,正常停机,37,1258.29,0.0,38,37,0.0,0,2.81,16.06,0.0,0.0,3.19,17.51,0.0,0.0,4.18,19.28,0.0,0.0,4.09,16.2,0
2,2023/7/24 1:08,正常停机,37,1258.29,0.0,38,37,0.0,0,2.88,16.69,0.0,0.0,3.13,17.25,0.0,0.0,4.16,18.72,0.0,0.0,4.02,16.3,0
3,2023/7/24 1:09,正常停机,37,1258.29,0.0,38,37,0.0,0,2.83,16.89,0.0,0.0,3.02,16.97,0.0,0.0,4.17,18.5,0.0,0.0,4.11,15.75,0
2,2023/7/24 1:11,正常停机,37,1258.29,0.0,38,37,0.0,0,2.8,16.49,0.0,0.0,3.08,17.48,0.0,0.0,4.19,19.15,0.0,0.0,4.13,16.17,0
1,2023/7/24 1:14,正常停机,37,1258.29,0.0,38,37,0.0,0,2.81,16.51,0.0,0.0,3.16,17.72,0.0,0.0,4.16,18.3,0.0,0.0,4.08,17.11,0
3,2023/7/24 1:16,正常停机,37,1258.29,0.0,38,37,0.0,0,2.81,16.85,0.0,0.0,3.27,17.21,0.0,0.0,4.2,19.0,0.0,0.0,4.06,16.03,0
2,2023/7/24 1:18,正常停机,37,1258.29,0.0,38,37,0.0,0,2.83,16.65,0.0,0.0,3.18,17.29,0.0,0.0,4.22,18.17,0.0,0.0,4.1,16.34,0
1,2023/7/24 1:20,正常停机,37,1258.29,0.0,38,37,0.0,0,2.83,16.11,0.0,0.0,3.14,17.67,0.0,0.0,4.12,19.14,0.0,0.0,4.05,16.09,0
2,2023/7/24 1:23,正常停机,37,1258.29,0.0,38,37,0.0,0,2.89,16.58,0.0,0.0,3.13,17.19,0.0,0.0,4.18,18.87,0.0,0.0,4.07,16.66,0
1,2023/7/24 1:24,正常停机,37,1258.29,0.0,38,37,0.0,0,2.86,17.29,0.0,0.0,3.14,17.14,0.0,0.0,4.2,19.1,0.0,0.0,4.04,16.25,0
3,2023/7/24 1:25,正常停机,37,1258.29,0.0,38,37,0.0,0,2.77,16.17,0.0,0.0,3.02,17.19,0.0,0.0,4.16,18.58,0.0,0.0,4.07,16.37,0
1,2023/7/24 1:26,正常停机,37,1258.29,0.0,38,37,0.0,0,2.81,16.41,0.0,0.0,3.14,17.78,0.0,0.0,4.26,19.31,0.0,0.0,4.05,16.5,1
3,2023/7/24 1:27,正常停机,37,1258.29,0.0,38,37,0.0,0,2.84,17.2,0.0,0.0,3.15,17.86,0.0,0.0,4.22,18.53,0.0,0.0,4.18,16.9,0
3,2023/7/24 1:32,正常停机,37,1258.29,0.0,38,37,0.0,0,2.87,16.48,0.0,0.0,3.13,16.81,0.0,0.0,4.17,18.86,0.0,0.0,4.12,16.55,0
3,2023/7/24 1:33,正常停机,37,1258.29,0.0,38,37,0.0,0,2.82,16.72,0.0,0.0,3.13,17.11,0.0,0.0,4.12,19.46,0.0,0.0,4.09,17.04,0
1,2023/7/24 1:35,正常停机,37,1258.29,0.0,38,37,0.0,0,2.84,17.08,0.0,0.0,3.19,17.65,0.0,0.0,4.2,18.03,0.0,0.0,4.06,16.29,1
1,2023/7/24 1:40,正常停机,37,1258.29,0.0,38,37,0.0,0,2.81,17.04,0.0,0.0,3.14,17.19,0.0,0.0,4.17,18.5,0.0,0.0,4.13,16.41,0
2,2023/7/24 1:43,正常停机,37,1258.29,0.0,38,37,0.0,0,2.78,16.92,0.0,0.0,3.12,17.48,0.0,0.0,4.21,18.13,0.0,0.0,4.06,16.71,1
2,2023/7/24 1:44,正常停机,37,1258.29,0.0,38,37,0.0,0,2.79,16.82,0.0,0.0,3.15,17.64,0.0,0.0,4.2,18.99,0.0,0.0,4.08,16.93,0
3,2023/7/24 1:45,正常停机,37,1258.29,0.0,38,37,0.0,0,2.83,16.95,0.0,0.0,3.19,17.6,0.0,0.0,4.24,18.51,0.0,0.0,4.13,15.85,0
2,2023/7/24 1:46,正常停机,37,1258.29,0.0,38,37,0.0,0,2.77,16.34,0.0,0.0,3.06,17.32,0.0,0.0,4.19,19.04,0.0,0.0,4.14,15.67,0
1,2023/7/24 1:47,正常停机,37,1258.29,0.0,38,37,0.0,0,2.8,16.68,0.0,0.0,3.14,16.84,0.0,0.0,4.25,18.69,0.0,0.0,4.01,16.33,0
2,2023/7/24 1:48,正常停机,37,1258.29,0.0,38,36,0.0,0,2.77,16.12,0.0,0.0,3.08,17.6,0.0,0.0,4.17,19.47,0.0,0.0,4.06,16.77,0
1,2023/7/24 1:50,正常停机,37,1258.29,0.0,38,36,0.0,0,2.83,16.01,0.0,0.0,3.17,17.59,0.0,0.0,4.06,18.88,0.0,0.0,4.1,16.37,0
3,2023/7/24 1:53,正常停机,37,1258.29,0.0,38,36,0.0,0,2.81,17.17,0.0,0.0,3.11,17.56,0.0,0.0,4.26,18.59,0.0,0.0,4.15,16.78,0
3,2023/7/24 1:54,正常停机,37,1258.29,0.0,38,36,0.0,0,2.82,16.54,0.0,0.0,3.09,17.24,0.0,0.0,4.25,19.05,0.0,0.0,4.1,15.97,0
3,2023/7/24 1:55,正常停机,37,1258.29,0.0,38,36,0.0,0,2.82,16.96,0.0,0.0,3.11,17.33,0.0,0.0,4.18,18.75,0.0,0.0,4.09,16.86,0
3,2023/7/24 1:57,正常停机,37,1258.29,0.0,38,36,0.0,0,2.84,16.39,0.0,0.0,3.17,17.4,0.0,0.0,4.23,18.51,0.0,0.0,4.03,15.86,0
3,2023/7/24 1:58,正常停机,37,1258.29,0.0,38,36,0.0,0,2.87,16.64,0.0,0.0,3.05,17.12,0.0,0.0,4.29,18.16,0.0,0.0,4.02,16.48,0
2,2023/7/24 1:59,正常停机,36,1258.29,0.0,38,36,0.0,0,2.85,16.21,0.0,0.0,3.09,16.51,0.0,0.0,4.27,19.19,0.0,0.0,4.09,16.31,0
3,2023/7/24 2:00,正常停机,36,1258.29,0.0,38,36,0.0,0,2.81,16.3,0.0,0.0,3.21,17.26,0.0,0.0,4.16,18.97,0.0,0.0,4.07,16.18,0
1,2023/7/24 2:01,正常停机,36,1258.29,0.0,38,36,0.0,0,2.86,17.11,0.0,0.0,3.17,17.16,0.0,0.0,4.16,19.34,0.0,0.0,4.03,16.36,0
2,2023/7/24 2:03,正常停机,36,1258.29,0.0,38,36,0.0,0,2.84,16.53,0.0,0.0,3.17,17.67,0.0,0.0,4.12,18.57,0.0,0.0,4.06,16.08,0
3,2023/7/24 2:07,正常停机,36,1258.29,0.0,38,36,0.0,0,2.83,16.48,0.0,0.0,3.21,17.57,0.0,0.0,4.24,19.29,0.0,0.0,4.04,16.13,0
3,2023/7/24 2:08,正常停机,36,1258.29,0.0,38,36,0.0,0,2.8,17.27,0.0,0.0,3.21,17.99,0.0,0.0,4.36,18.89,0.0,0.0,4.04,16.97,0
1,2023/7/24 2:09,正常停机,36,1258.29,0.0,38,36,0.0,0,2.79,16.21,0.0,0.0,3.18,17.53,0.0,0.0,4.22,19.04,0.0,0.0,4.07,16.03,0
2,2023/7/24 2:11,正常停机,36,1258.29,0.0,38,36,0.0,0,2.81,16.79,0.0,0.0,3.15,16.9,0.0,0.0,4.23,19.07,0.0,0.0,4.07,16.26,0
1,2023/7/24 2:14,正常停机,36,1258.29,0.0,38,36,0.0,0,2.88,16.61,0.0,0.0,3.14,17.09,0.0,0.0,4.29,19.4,0.0,0.0,4.06,16.62,1
2,2023/7/24 2:16,正常停机,36,1258.29,0.0,38,36,0.0,0,2.85,16.49,0.0,0.0,3.06,16.91,0.0,0.0,4.37,18.49,0.0,0.0,4.04,15.95,0
2,2023/7/24 2:18,正常停机,36,1258.29,0.0,38,36,0.0,0,2.78,16.9,0.0,0.0,3.11,17.04,0.0,0.0,4.23,18.61,0.0,0.0,4.1,16.79,0
3,2023/7/24 2:19,正常停机,36,1258.29,0.0,38,36,0.0,0,2.86,16.87,0.0,0.0,3.18,16.72,0.0,0.0,4.36,19.35,0.0,0.0,4.03,15.84,0
1,2023/7/24 2:25,正常停机,36,1258.29,0.0,38,36,0.0,0,2.84,16.08,0.0,0.0,3.2,17.83,0.0,0.0,4.16,18.2,0.0,0.0,4.08,16.5,0
3,2023/7/24 2:28,正常停机,36,1258.29,0.0,38,36,0.0,0,2.83,16.31,0.0,0.0,3.16,17.13,0.0,0.0,4.17,18.43,0.0,0.0,4.06,16.18,0
3,2023/7/24 2:29,正常停机,36,1258.29,0.0,38,36,0.0,0,2.82,16.71,0.0,0.0,3.16,16.6,0.0,0.0,4.12,18.82,0.0,0.0,4.14,16.25,1
3,2023/7/24 2:30,正常停机,36,1258.29,0.0,38,36,0.0,0,2.82,16.04,0.0,0.0,3.03,16.75,0.0,0.0,4.18,18.53,0.0,0.0,4.12,16.07,0
1,2023/7/24 2:31,正常停机,36,1258.29,0.0,38,36,0.0,0,2.83,15.83,0.0,0.0,3.18,17.91,0.0,0.0,4.1,19.42,0.0,0.0,4.07,16.12,0
2,2023/7/24 2:32,正常停机,36,1258.29,0.0,38,36,0.0,0,2.79,16.86,0.0,0.0,3.09,17.26,0.0,0.0,4.21,18.87,0.0,0.0,4.11,16.04,0
1,2023/7/24 2:33,正常停机,36,1258.29,0.0,38,36,0.0,0,2.83,17.0,0.0,0.0,3.1,17.34,0.0,0.0,4.16,18.74,0.0,0.0,4.12,16.39,0
1,2023/7/24 2:34,正常停机,36,1258.29,0.0,38,36,0.0,0,2.77,16.94,0.0,0.0,3.1,17.23,0.0,0.0,4.2,19.42,0.0,0.0,4.08,15.86,0
1,2023/7/24 2:35,正常停机,36,1258.29,0.0,38,36,0.0,0,2.78,17.2,0.0,0.0,3.25,17.72,0.0,0.0,4.23,18.1,0.0,0.0,4.08,16.06,0
2,2023/7/24 2:38,正常停机,36,1258.29,0.0,38,36,0.0,0,2.89,16.46,0.0,0.0,3.17,17.58,0.0,0.0,4.31,18.41,0.0,0.0,4.04,15.92,0
2,2023/7/24 2:40,正常停机,36,1258.29,0.0,38,36,0.0,0,2.79,16.35,0.0,0.0,3.2,17.22,0.0,0.0,4.27,19.0,0.0,0.0,4.09,16.01,0
1,2023/7/24 2:42,正常停机,36,1258.29,0.0,38,36,0.0,0,2.78,16.33,0.0,0.0,3.09,17.58,0.0,0.0,4.19,19.1,0.0,0.0,4.06,16.08,0
2,2023/7/24 2:43,正常停机,36,1258.29,0.0,38,36,0.0,0,2.76,16.37,0.0,0.0,3.22,18.18,0.0,0.0,4.27,19.64,0.0,0.0,4.14,16.13,0
3,2023/7/24 2:44,正常停机,36,1258.29,0.0,38,36,0.0,0,2.82,16.24,0.0,0.0,3.12,17.43,0.0,0.0,4.31,19.04,0.0,0.0,4.1,16.22,0
2,2023/7/24 2:45,正常停机,36,1258.29,0.0,38,36,0.0,0,2.78,16.41,0.0,0.0,3.14,16.8,0.0,0.0,4.19,18.9,0.0,0.0,4.06,15.6,0
1,2023/7/24 2:50,正常停机,36,1258.29,0.0,38,36,0.0,0,2.87,16.36,0.0,0.0,3.12,16.63,0.0,0.0,4.17,19.03,0.0,0.0,4.15,16.12,0
2,2023/7/24 2:51,正常停机,36,1258.29,0.0,38,36,0.0,0,2.85,17.37,0.0,0.0,3.08,17.48,0.0,0.0,4.18,18.48,0.0,0.0,4.04,15.91,0
3,2023/7/24 2:52,正常停机,36,1258.29,0.0,38,36,0.0,0,2.84,16.81,0.0,0.0,3.09,17.16,0.0,0.0,4.26,18.76,0.0,0.0,4.16,15.86,0
3,2023/7/24 2:53,正常停机,36,1258.29,0.0,38,36,0.0,0,2.75,16.22,0.0,0.0,3.09,17.56,0.0,0.0,4.25,18.53,0.0,0.0,4.06,16.08,1
3,2023/7/24 2:55,正常停机,36,1258.29,0.0,38,36,0.0,0,2.83,15.93,0.0,0.0,3.17,17.84,0.0,0.0,4.19,18.15,0.0,0.0,4.15,16.07,0
3,2023/7/24 2:56,正常停机,36,1258.29,0.0,38,36,0.0,0,2.87,16.17,0.0,0.0,3.11,17.26,0.0,0.0,4.19,19.32,0.0,0.0,4.11,16.08,0
3,2023/7/24 3:00,正常停机,36,1258.29,0.0,38,36,0.0,0,2.81,16.33,0.0,0.0,3.21,17.11,0.0,0.0,4.25,19.34,0.0,0.0,4.11,15.72,0
2,2023/7/24 3:01,正常停机,36,1258.29,0.0,38,36,0.0,0,2.87,16.73,0.0,0.0,3.11,16.97,0.0,0.0,4.18,19.01,0.0,0.0,4.09,16.34,0
1,2023/7/24 3:02,正常停机,36,1258.29,0.0,38,36,0.0,0,2.87,16.55,0.0,0.0,3.06,17.07,0.0,0.0,4.2,19.24,0.0,0.0,4.1,15.87,0
1,2023/7/24 3:04,正常停机,36,1258.29,0.0,38,36,0.0,0,2.78,16.47,0.0,0.0,3.11,17.13,0.0,0.0,4.28,19.47,0.0,0.0,4.05,16.09,0
1,2023/7/24 3:05,正常停机,36,1258.29,0.0,38,36,0.0,0,2.84,16.13,0.0,0.0,3.11,17.2,0.0,0.0,4.2,19.0,0.0,0.0,4.17,15.62,0
2,2023/7/24 3:07,正常停机,36,1258.29,0.0,38,36,0.0,0,2.8,16.84,0.0,0.0,3.22,17.66,0.0,0.0,4.18,19.13,0.0,0.0,4.13,16.05,0
1,2023/7/24 3:08,正常停机,36,1258.29,0.0,38,36,0.0,0,2.84,16.41,0.0,0.0,3.22,17.71,0.0,0.0,4.17,18.94,0.0,0.0,4.11,15.8,0
2,2023/7/24 3:09,正常停机,36,1258.29,0.0,38,36,0.0,0,2.83,16.0,0.0,0.0,3.16,17.27,0.0,0.0,4.15,18.72,0.0,0.0,4.15,16.48,0
1,2023/7/24 3:11,正常停机,36,1258.29,0.0,38,36,0.0,0,2.82,16.77,0.0,0.0,3.08,17.19,0.0,0.0,4.18,18.38,0.0,0.0,4.12,16.13,0
3,2023/7/24 3:12,正常停机,36,1258.29,0.0,38,36,0.0,0,2.86,16.32,0.0,0.0,3.1,17.88,0.0,0.0,4.18,18.74,0.0,0.0,4.08,15.9,0
1,2023/7/24 3:14,正常停机,36,1258.29,0.0,38,36,0.0,0,2.77,16.55,0.0,0.0,3.02,17.16,0.0,0.0,4.28,19.53,0.0,0.0,4.12,16.98,0
1,2023/7/24 3:16,正常停机,36,1258.29,0.0,38,36,0.0,0,2.8,16.17,0.0,0.0,3.05,17.72,0.0,0.0,4.25,19.42,0.0,0.0,4.11,16.55,0
2,2023/7/24 3:18,正常停机,36,1258.29,0.0,38,36,0.0,0,2.77,16.91,0.0,0.0,3.06,17.54,0.0,0.0,4.24,18.61,0.0,0.0,4.1,15.78,0
3,2023/7/24 3:19,正常停机,36,1258.29,0.0,38,36,0.0,0,2.85,16.33,0.0,0.0,3.15,17.28,0.0,0.0,4.24,19.02,0.0,0.0,4.13,16.51,0
3,2023/7/24 3:20,正常停机,36,1258.29,0.0,38,36,0.0,0,2.85,16.25,0.0,0.0,3.06,16.95,0.0,0.0,4.35,18.55,0.0,0.0,4.12,16.0,0
2,2023/7/24 3:21,正常停机,36,1258.29,0.0,38,36,0.0,0,2.82,15.95,0.0,0.0,3.07,17.14,0.0,0.0,4.21,18.55,0.0,0.0,4.12,16.22,0
1,2023/7/24 3:22,正常停机,36,1258.29,0.0,38,36,0.0,0,2.8,16.61,0.0,0.0,3.01,17.04,0.0,0.0,4.22,19.34,0.0,0.0,4.09,16.62,0
3,2023/7/24 3:23,正常停机,36,1258.29,0.0,38,36,0.0,0,2.9,16.43,0.0,0.0,3.17,16.85,0.0,0.0,4.22,18.74,0.0,0.0,4.03,15.95,0
3,2023/7/24 3:25,正常停机,36,1258.29,0.0,38,36,0.0,0,2.78,17.19,0.0,0.0,3.02,16.51,0.0,0.0,4.21,18.64,0.0,0.0,4.1,16.06,0
3,2023/7/24 3:26,正常停机,36,1258.29,0.0,38,36,0.0,0,2.83,16.45,0.0,0.0,3.19,17.87,0.0,0.0,4.21,19.36,0.0,0.0,4.11,16.4,1
3,2023/7/24 3:30,正常停机,36,1258.29,0.0,38,36,0.0,0,2.76,15.98,0.0,0.0,2.95,16.92,0.0,0.0,4.18,18.91,0.0,0.0,4.04,16.62,0
2,2023/7/24 3:32,正常停机,36,1258.29,0.0,38,36,0.0,0,2.83,16.57,0.0,0.0,3.13,16.98,0.0,0.0,4.24,18.85,0.0,0.0,4.13,16.23,0
1,2023/7/24 3:33,正常停机,36,1258.29,0.0,38,36,0.0,0,2.77,16.03,0.0,0.0,3.17,17.18,0.0,0.0,4.25,18.97,0.0,0.0,4.14,16.19,0
2,2023/7/24 3:34,正常停机,36,1258.29,0.0,38,36,0.0,0,2.82,16.54,0.0,0.0,3.13,16.93,0.0,0.0,4.23,19.26,0.0,0.0,4.06,15.9,1
2,2023/7/24 3:38,正常停机,36,1258.29,0.0,38,36,0.0,0,2.83,16.5,0.0,0.0,3.16,17.28,0.0,0.0,4.31,19.11,0.0,0.0,4.05,16.69,0
3,2023/7/24 3:42,正常停机,36,1258.29,0.0,38,36,0.0,0,2.86,15.8,0.0,0.0,3.17,17.23,0.0,0.0,4.2,18.67,0.0,0.0,4.1,16.19,1
1,2023/7/24 3:43,正常停机,36,1258.29,0.0,38,36,0.0,0,2.77,16.28,0.0,0.0,3.14,16.91,0.0,0.0,4.21,18.97,0.0,0.0,4.05,16.27,0
1,2023/7/24 3:44,正常停机,36,1258.29,0.0,38,36,0.0,0,2.79,16.67,0.0,0.0,3.13,16.73,0.0,0.0,4.18,19.06,0.0,0.0,4.13,16.37,0
3,2023/7/24 3:45,正常停机,35,1258.29,0.0,38,36,0.0,0,2.84,16.36,0.0,0.0,3.1,17.3,0.0,0.0,4.22,19.13,0.0,0.0,4.07,15.97,0
2,2023/7/24 3:46,正常停机,35,1258.29,0.0,38,36,0.0,0,2.82,16.0,0.0,0.0,3.13,17.65,0.0,0.0,4.23,19.21,0.0,0.0,4.12,15.84,1
2,2023/7/24 3:48,正常停机,35,1258.29,0.0,38,36,0.0,0,2.76,16.34,0.0,0.0,3.04,16.64,0.0,0.0,4.27,18.81,0.0,0.0,4.07,16.5,0
2,2023/7/24 3:49,正常停机,35,1258.29,0.0,38,36,0.0,0,2.83,16.16,0.0,0.0,3.1,16.89,0.0,0.0,4.25,19.48,0.0,0.0,4.1,16.08,0
1,2023/7/24 3:50,正常停机,35,1258.29,0.0,38,36,0.0,0,2.86,16.95,0.0,0.0,3.1,17.2,0.0,0.0,4.27,18.59,0.0,0.0,4.06,16.66,0
